id,cpu,cpu_mark,price_usd,brand
580,Intel Xeon E-2334 @ 3.40GHz,13189,283.99,Intel
581,Intel Core i7-10700T @ 2.00GHz,13164,413.99,Intel
583,Intel Xeon D-2143IT @ 2.20GHz,13107,566.0,Intel
584,Intel Core i7-1265U,13090,426.0,Intel
585,AMD Ryzen 5 1600X,13084,88.21,AMD
587,Intel Core i7-8700 @ 3.20GHz,13007,221.51,Intel
588,Intel Xeon E5-4627 v4 @ 2.60GHz,12969,999.99,Intel
590,Intel Core i3-12100TE,12961,125.0,Intel
591,Intel Core i5-10500 @ 3.10GHz,12955,228.49,Intel
594,Intel Xeon W-10855M @ 2.80GHz,12902,450.0,Intel
595,Intel Core i7-7800X @ 3.50GHz,12898,387.0,Intel
596,Intel Xeon Silver 4114 @ 2.20GHz,12852,710.0,Intel
597,Intel Core i3-12100T,12840,122.0,Intel
600,Intel Xeon E5-2618L v4 @ 2.20GHz,12816,902.2,Intel
601,Intel Core i7-9700E @ 2.60GHz,12751,323.0,Intel
602,AMD Ryzen 3 3300X,12694,250.0,AMD
603,Intel Xeon E5-2680 v2 @ 2.80GHz,12671,138.0,Intel
604,Intel Core i7-5960X @ 3.00GHz,12665,198.77,Intel
606,Intel Xeon W-2133 @ 3.60GHz,12531,617.0,Intel
608,Intel Core i5-10400F @ 2.90GHz,12392,127.99,Intel
609,Intel Xeon E5-1660 v3 @ 3.00GHz,12383,398.95,Intel
610,Intel Xeon E5-2667 v3 @ 3.20GHz,12378,403.0,Intel
612,AMD Ryzen 5 1600,12319,86.22,AMD
613,Intel Core i5-10400 @ 2.90GHz,12307,129.99,Intel
614,Intel Core i7-11375H @ 3.30GHz,12236,482.0,Intel
616,Intel Xeon E5-2667 v2 @ 3.30GHz,12209,174.95,Intel
620,Intel Core i7-10850H @ 2.70GHz,12116,395.0,Intel
621,Intel Xeon D-2141I @ 2.20GHz,12083,555.0,Intel
622,Intel Xeon E5-2687W v2 @ 3.40GHz,12081,432.19,Intel
623,Intel Core i7-8700B @ 3.20GHz,12076,303.0,Intel
626,Intel Xeon E-2278GEL @ 2.00GHz,12024,494.0,Intel
628,Intel Core i7-11370H @ 3.30GHz,11936,426.0,Intel
629,Intel Xeon E5-2640 v4 @ 2.40GHz,11831,433.19,Intel
630,Intel Xeon E-2276M @ 2.80GHz,11828,450.0,Intel
632,Intel Xeon E5-2650L v3 @ 1.80GHz,11806,1365.0,Intel
633,Intel Xeon E5-2650 v3 @ 2.30GHz,11781,94.15,Intel
635,Intel Xeon D-2146NT @ 2.30GHz,11736,641.0,Intel
636,AMD Ryzen 3 3100,11649,138.5,AMD
637,Intel Xeon D-1577 @ 1.30GHz,11645,1176.0,Intel
638,Intel Xeon E5-2630 v4 @ 2.20GHz,11637,70.0,Intel
639,Intel Core i5-10500H @ 2.50GHz,11614,250.0,Intel
641,Intel Core i7-1250U,11563,426.0,Intel
642,Intel Xeon E5-2648L v4 @ 1.80GHz,11547,1662.7,Intel
644,Intel Xeon E5-1650 v4 @ 3.60GHz,11460,453.7,Intel
645,Intel Xeon E5-2670 v2 @ 2.50GHz,11448,79.0,Intel
646,Intel Xeon E5-2650L v4 @ 1.70GHz,11436,700.0,Intel
647,Intel Core i7-9850H @ 2.60GHz,11423,1305.76,Intel
648,Intel Xeon E5-4650 v2 @ 2.40GHz,11389,498.95,Intel
650,Intel Xeon E5-4657L v2 @ 2.40GHz,11353,751.19,Intel
651,Intel Core i7-6850K @ 3.60GHz,11350,198.0,Intel
652,Intel Xeon E5-4627 v3 @ 2.60GHz,11344,2400.0,Intel
653,AMD Ryzen 3 4100,11336,119.99,AMD
654,Intel Xeon E5-2640 v3 @ 2.60GHz,11327,59.0,Intel
655,Intel Xeon E-2186M @ 2.90GHz,11325,623.0,Intel
658,Intel Core i5-10600T @ 2.40GHz,11210,213.0,Intel
659,Intel Core i7-9750HF @ 2.60GHz,11159,395.0,Intel
660,Intel Xeon Silver 4208 @ 2.10GHz,11148,484.21,Intel
661,Intel Core i7-9750H @ 2.60GHz,11141,960.0,Intel
663,Intel Xeon E5-2643 v4 @ 3.40GHz,11087,247.0,Intel
665,Intel Xeon E5-2628L v4 @ 1.90GHz,11079,1364.0,Intel
666,Intel Core i5-11300H @ 3.10GHz,11056,309.0,Intel
668,Intel Xeon E-2176M @ 2.70GHz,11040,450.0,Intel
669,Intel Xeon E-2226G @ 3.40GHz,11036,369.11,Intel
670,Intel Core i7-1195G7 @ 2.90GHz,10959,426.0,Intel
673,Intel Xeon E5-2630L v4 @ 1.80GHz,10864,98.0,Intel
675,Intel Xeon E5-4650 v3 @ 2.10GHz,10838,3838.0,Intel
676,Intel Core i5-9600KF @ 3.70GHz,10801,245.87,Intel
677,Intel Xeon W-2225 @ 4.10GHz,10794,542.6,Intel
678,Intel Core i5-9600K @ 3.70GHz,10774,205.99,Intel
679,Intel Core i7-1185G7 @ 3.00GHz,10772,426.0,Intel
681,Intel Core i7-6800K @ 3.40GHz,10757,195.56,Intel
682,Intel Core i9-8950HK @ 2.90GHz,10750,583.0,Intel
683,Intel Xeon E-2126G @ 3.30GHz,10747,321.52,Intel
684,Intel Core i7-9700TE @ 1.80GHz,10740,323.0,Intel
685,Intel Core i5-11320H @ 3.20GHz,10733,309.0,Intel
686,Intel Core i7-9700T @ 2.00GHz,10712,323.0,Intel
687,Intel Xeon E5-2470 v2 @ 2.40GHz,10694,216.0,Intel
688,Intel Core i5-10500E @ 3.10GHz,10630,195.0,Intel
689,Intel Core i5-1230U,10583,309.0,Intel
690,Intel Xeon E5-2660 v2 @ 2.20GHz,10562,64.71,Intel
691,Intel Core i7-11390H @ 3.40GHz,10545,426.0,Intel
692,Intel Xeon E5-2630 v3 @ 2.40GHz,10540,77.02,Intel
693,Intel Xeon E5-4620 v3 @ 2.00GHz,10525,35.02,Intel
694,Intel Core i7-1165G7 @ 2.80GHz,10483,426.0,Intel
695,Intel Xeon E5-2618L v3 @ 2.30GHz,10464,1029.95,Intel
696,Intel Core i5-1145G7E @ 2.60GHz,10454,312.0,Intel
698,Intel Xeon E5-2643 v3 @ 3.40GHz,10444,398.87,Intel
700,Intel Xeon E5-1650 v3 @ 3.50GHz,10388,138.51,Intel
701,Intel Core i5-9500F @ 3.00GHz,10386,209.24,Intel
704,Intel Core i5-9600 @ 3.10GHz,10356,165.47,Intel
705,Intel Xeon Silver 4109T @ 2.00GHz,10348,607.22,Intel
706,Intel Core i7-8700T @ 2.40GHz,10330,324.88,Intel
707,Intel Core i7-5930K @ 3.50GHz,10317,44.99,Intel
708,Intel Core i7-8850H @ 2.60GHz,10311,395.0,Intel
709,Intel Xeon E5-1660 v2 @ 3.70GHz,10309,498.95,Intel
710,Intel Xeon E5-2658 v2 @ 2.40GHz,10309,3604.0,Intel
711,Intel Core i3-10325 @ 3.90GHz,10308,190.1,Intel
712,Intel Core i5-10500T @ 2.30GHz,10292,192.0,Intel
714,Intel Core i5-8600K @ 3.60GHz,10252,124.48,Intel
716,Intel Xeon Silver 4110 @ 2.10GHz,10191,510.0,Intel
719,Intel Core i5-1135G7 @ 2.40GHz,10054,309.0,Intel
721,Intel Core i7-8750H @ 2.20GHz,10037,395.0,Intel
722,Intel Core i3-10320 @ 3.80GHz,10027,143.0,Intel
723,Intel Core i5-1145GRE @ 2.60GHz,10003,362.0,Intel
724,Intel Xeon E5-2650 v2 @ 2.60GHz,9995,56.37,Intel
725,Intel Core i5-10400T @ 2.00GHz,9991,182.0,Intel
726,Intel Core i5-1155G7 @ 2.50GHz,9986,309.0,Intel
727,Intel Core i7-1185G7E @ 2.80GHz,9980,431.0,Intel
728,Intel Xeon W-2125 @ 4.00GHz,9975,998.95,Intel
729,Intel Core i7-4960X @ 3.60GHz,9968,1250.0,Intel
731,Intel Core i5-10500TE @ 2.30GHz,9960,195.0,Intel
734,Intel Core i7-10710U @ 1.10GHz,9930,644.99,Intel
735,Intel Xeon E5-2687W @ 3.10GHz,9930,192.0,Intel
736,Intel Core i7-1068NG7 @ 2.30GHz,9919,426.0,Intel
737,Intel Xeon E-2234 @ 3.60GHz,9903,294.99,Intel
738,Intel Core i7-7740X @ 4.30GHz,9891,107.81,Intel
739,Intel Core i5-8600 @ 3.10GHz,9871,149.99,Intel
741,Intel Xeon E5-2648L v3 @ 1.80GHz,9847,1549.0,Intel
742,Intel Core i7-5820K @ 3.30GHz,9827,182.2,Intel
743,Intel Xeon E5-2690 @ 2.90GHz,9820,122.0,Intel
744,Intel Xeon E5-2450 v2 @ 2.50GHz,9795,295.95,Intel
745,Intel Xeon E5-2689 @ 2.60GHz,9769,182.75,Intel
746,Intel Core i5-9500 @ 3.00GHz,9737,170.41,Intel
747,Intel Xeon E-2244G @ 3.80GHz,9713,334.73,Intel
748,Intel Core i3-10305 @ 3.80GHz,9689,151.99,Intel
749,Intel Core i7-7700K @ 4.20GHz,9672,365.0,Intel
750,Intel Xeon E-2274G @ 4.00GHz,9660,411.5,Intel
752,Intel Core i5-8500 @ 3.00GHz,9582,159.99,Intel
753,Intel Xeon E-2174G @ 3.80GHz,9559,349.99,Intel
754,Intel Core i5-1038NG7 @ 2.00GHz,9547,320.0,Intel
755,Intel Core i5-9400F @ 2.90GHz,9541,135.89,Intel
756,Intel Xeon Gold 5222 @ 3.80GHz,9510,1577.89,Intel
757,Intel Core i5-9400 @ 2.90GHz,9480,165.99,Intel
759,Intel Xeon E5-4620 v2 @ 2.60GHz,9438,91.0,Intel
761,Intel Xeon E5-4655 v3 @ 2.90GHz,9377,4616.0,Intel
762,Intel Xeon E5-2680 @ 2.70GHz,9372,86.25,Intel
763,Intel Core i7-4930K @ 3.40GHz,9365,184.86,Intel
764,Intel Core i5-8500B @ 3.00GHz,9357,192.0,Intel
766,AMD Ryzen 5 3400G,9337,230.0,AMD
768,Intel Xeon E-2144G @ 3.60GHz,9322,301.17,Intel
769,Intel Xeon E5-4627 v2 @ 3.30GHz,9320,498.95,Intel
771,Intel Xeon E5-1650 v2 @ 3.50GHz,9284,238.02,Intel
772,Intel Xeon E3-1285 v6 @ 4.10GHz,9276,543.84,Intel
773,Intel Xeon Silver 4108 @ 1.80GHz,9262,410.22,Intel
774,Intel Core i5-8400 @ 2.80GHz,9240,95.79,Intel
775,Intel Core i7-1160G7 @ 1.20GHz,9229,426.0,Intel
777,Intel Xeon E5-2651 v2 @ 1.80GHz,9216,278.1,Intel
778,Intel Core i5-9500TE @ 2.20GHz,9212,192.0,Intel
779,Intel Xeon E3-1275 v6 @ 3.80GHz,9202,396.16,Intel
780,Intel Xeon E5-2620 v4 @ 2.10GHz,9187,194.08,Intel
781,Intel Xeon E3-1280 v6 @ 3.90GHz,9179,524.73,Intel
782,Intel Core i3-10300 @ 3.70GHz,9153,163.51,Intel
784,Intel Xeon E5-2629 v3 @ 2.40GHz,9139,499.88,Intel
786,Intel Core i7-9850HL @ 1.90GHz,9112,395.0,Intel
787,AMD Ryzen 5 1500X,9111,89.99,AMD
788,Intel Xeon D-1715TER @ 2.40GHz,9104,285.0,Intel
789,Intel Core i3-10105F @ 3.70GHz,9103,78.99,Intel
790,Intel Xeon D-1548 @ 2.00GHz,9075,555.0,Intel
791,Intel Xeon E5-2643 v2 @ 3.50GHz,9073,398.95,Intel
793,Intel Core i7-6700K @ 4.00GHz,8972,167.1,Intel
795,Intel Xeon E5-2670 @ 2.60GHz,8958,61.27,Intel
796,Intel Core i5-1130G7 @ 1.10GHz,8927,309.0,Intel
797,Intel Xeon E5-2630L v3 @ 1.80GHz,8915,79.0,Intel
799,Intel Xeon E3-1240 v6 @ 3.70GHz,8875,379.0,Intel
800,Intel Core i3-10100F @ 3.60GHz,8850,72.99,Intel
801,Intel Core i5-10400H @ 2.60GHz,8841,250.0,Intel
802,Intel Xeon E3-1270 v6 @ 3.80GHz,8840,221.91,Intel
803,Intel Core i3-10105 @ 3.70GHz,8831,109.0,Intel
804,Intel Xeon Gold 5122 @ 3.60GHz,8786,1350.0,Intel
805,Intel Core i3-10100 @ 3.60GHz,8766,103.0,Intel
806,Intel Core i7-8559U @ 2.70GHz,8751,617.0,Intel
807,Intel Xeon E-2134 @ 3.50GHz,8741,279.99,Intel
808,AMD Ryzen 5 2400G,8728,134.99,AMD
810,Intel Xeon W-2223 @ 3.60GHz,8706,303.99,Intel
811,Intel Xeon E3-1245 v6 @ 3.70GHz,8684,159.99,Intel
813,Intel Core i7-7700 @ 3.60GHz,8655,191.99,Intel
814,Intel Core i5-10300H @ 2.50GHz,8646,250.0,Intel
815,Intel Xeon E5-4650 @ 2.70GHz,8630,78.19,Intel
816,Intel Xeon E5-2648L v2 @ 1.90GHz,8611,945.0,Intel
817,Intel Core i7-1065G7 @ 1.30GHz,8550,426.0,Intel
819,Intel Core i7-1180G7 @ 1.30GHz,8514,426.0,Intel
820,Intel Core i7-3960X @ 3.30GHz,8509,199.98,Intel
821,Intel Core i5-1035G7 @ 1.20GHz,8502,320.0,Intel
823,Intel Xeon W-2123 @ 3.60GHz,8489,427.11,Intel
824,Intel Xeon E3-1275 v5 @ 3.60GHz,8481,224.89,Intel
825,Intel Core i7-8569U @ 2.80GHz,8479,431.0,Intel
826,Intel Xeon E5-4650L @ 2.60GHz,8472,58.87,Intel
827,Intel Core i5-9600T @ 2.30GHz,8464,213.0,Intel
829,Intel Xeon E5-1660 @ 3.30GHz,8421,267.19,Intel
830,Intel Xeon E5-2665 @ 2.40GHz,8411,85.0,Intel
831,Intel Xeon E3-1585 v5 @ 3.50GHz,8408,556.0,Intel
833,Intel Core i7-3970X @ 3.50GHz,8396,184.77,Intel
835,Intel Core i5-10200H @ 2.40GHz,8363,250.0,Intel
837,Intel Xeon E3-1280 v5 @ 3.70GHz,8332,395.0,Intel
838,AMD Opteron 6386 SE,8320,135.09,AMD
839,Intel Xeon E3-1270 v5 @ 3.60GHz,8316,194.58,Intel
840,Intel Xeon E3-1240 v5 @ 3.50GHz,8294,189.76,Intel
841,Intel Core i5-8600T @ 2.30GHz,8293,199.99,Intel
842,Intel Core i5-9400H @ 2.50GHz,8289,250.0,Intel
845,Intel Core i5-9500T @ 2.20GHz,8263,192.0,Intel
846,Intel Xeon E5-2470 @ 2.30GHz,8262,59.67,Intel
847,Intel Core i7-3930K @ 3.20GHz,8250,350.0,Intel
848,Intel Core i3-10100E @ 3.20GHz,8229,125.0,Intel
849,Intel Xeon E3-1230 v6 @ 3.50GHz,8193,172.68,Intel
850,Intel Core i7-8557U @ 1.70GHz,8192,431.0,Intel
851,Intel Xeon E3-1535M v6 @ 3.10GHz,8189,623.0,Intel
852,Intel Xeon E-2276ME @ 2.80GHz,8167,450.0,Intel
853,Intel Core i3-10305T @ 3.00GHz,8136,143.0,Intel
854,Intel Xeon E3-1260L v5 @ 2.90GHz,8121,258.7,Intel
855,Intel Core i3-10300T @ 3.00GHz,8119,177.72,Intel
857,Intel Core i5-1035G4 @ 1.10GHz,8110,309.0,Intel
858,Intel Xeon E5-2660 @ 2.20GHz,8104,49.0,Intel
859,Intel Xeon E-2314 @ 2.80GHz,8091,195.0,Intel
860,Intel Core i7-6700 @ 3.40GHz,8086,168.99,Intel
861,Intel Xeon E5-1650 @ 3.20GHz,8081,112.0,Intel
862,Intel Core i5-8259U @ 2.30GHz,8072,519.99,Intel
864,Intel Xeon E3-1285L v4 @ 3.40GHz,8059,1376.0,Intel
865,Intel Core i7-4790K @ 4.00GHz,8059,185.94,Intel
866,Intel Core i5-8269U @ 2.60GHz,8055,320.0,Intel
867,AMD Opteron 6348,8030,1708.65,AMD
868,Intel Xeon E3-1585L v5 @ 3.00GHz,8021,445.0,Intel
869,Intel Core i5-8400H @ 2.50GHz,7996,250.0,Intel
870,Intel Core i7-10810U @ 1.10GHz,7978,443.0,Intel
873,Intel Xeon E3-1230 v5 @ 3.40GHz,7950,165.6,Intel
875,Intel Xeon E3-1245 v5 @ 3.50GHz,7933,139.99,Intel
876,Intel Core i7-8705G @ 3.10GHz,7932,1535.11,Intel
879,Intel Core i5-8260U @ 1.60GHz,7897,439.99,Intel
880,Intel Xeon E5-2620 v3 @ 2.40GHz,7882,58.99,Intel
882,Intel Core i3-10105T @ 3.00GHz,7850,122.0,Intel
883,Intel Core i5-9400T @ 1.80GHz,7819,182.0,Intel
884,Intel Core i7-5775C @ 3.30GHz,7803,174.95,Intel
885,AMD Ryzen 5 1400,7789,64.78,AMD
887,Intel Xeon E5-2640 v2 @ 2.00GHz,7765,45.0,Intel
888,Intel Core i5-9300H @ 2.40GHz,7759,250.0,Intel
889,Intel Core i5-8279U @ 2.40GHz,7732,320.0,Intel
890,Intel Xeon E3-1575M v5 @ 3.00GHz,7728,1207.0,Intel
894,Intel Core i3-9350K @ 4.00GHz,7694,293.22,Intel
895,Intel Core i5-8500T @ 2.10GHz,7690,247.53,Intel
899,Intel Core i5-8257U @ 1.40GHz,7661,320.0,Intel
903,Intel Xeon E-2224G @ 3.50GHz,7621,268.02,Intel
904,Intel Core i7-7700T @ 2.90GHz,7608,211.99,Intel
905,Intel Core i5-1035G1 @ 1.00GHz,7593,297.0,Intel
907,AMD Ryzen 3 2300X,7585,178.09,AMD
908,Intel Core i5-9300HF @ 2.40GHz,7583,250.0,Intel
912,Intel Core i7-7820HK @ 2.90GHz,7551,378.0,Intel
913,Intel Core i5-8300H @ 2.30GHz,7537,250.0,Intel
914,Intel Xeon E5-2450 @ 2.10GHz,7530,64.0,Intel
915,Intel Xeon E3-1535M v5 @ 2.90GHz,7525,623.0,Intel
916,Intel Xeon E3-1271 v3 @ 3.60GHz,7502,254.99,Intel
917,Intel Xeon E5-2630 v2 @ 2.60GHz,7499,49.0,Intel
919,Intel Xeon E5-2667 @ 2.90GHz,7498,38.87,Intel
920,Intel Core i7-7920HQ @ 3.10GHz,7493,568.0,Intel
921,Intel Xeon E5-2650L v2 @ 1.70GHz,7475,75.04,Intel
922,Intel Xeon E-2124G @ 3.40GHz,7468,241.99,Intel
923,Intel Core i5-8400T @ 1.70GHz,7464,239.84,Intel
924,Intel Xeon D-1531 @ 2.20GHz,7460,348.0,Intel
925,Intel Xeon E3-1281 v3 @ 3.70GHz,7458,546.25,Intel
926,Intel Xeon E5-2637 v3 @ 3.50GHz,7455,49.99,Intel
927,Intel Core i7-7820EQ @ 3.00GHz,7453,378.0,Intel
928,Intel Xeon E5-2608L v4 @ 1.60GHz,7447,363.0,Intel
929,Intel Xeon E5-1630 v3 @ 3.70GHz,7443,1354.0,Intel
930,Intel Xeon E5-1620 v4 @ 3.50GHz,7428,189.0,Intel
931,Intel Xeon E3-1286 v3 @ 3.70GHz,7418,839.0,Intel
932,Intel Core i7-6920HQ @ 2.90GHz,7395,568.0,Intel
935,Intel Core i3-10100T @ 3.00GHz,7363,122.0,Intel
936,Intel Core i3-9320 @ 3.70GHz,7358,215.67,Intel
938,Intel Xeon E3-1280 v3 @ 3.60GHz,7352,249.0,Intel
939,Intel Xeon E3-1276 v3 @ 3.60GHz,7351,978.0,Intel
940,Intel Xeon E5-2650 @ 2.00GHz,7330,49.0,Intel
943,Intel Core i3-9350KF @ 4.00GHz,7318,151.98,Intel
945,Intel Xeon E3-1270 v3 @ 3.50GHz,7301,128.99,Intel
947,Intel Xeon E5-2637 v4 @ 3.50GHz,7281,89.99,Intel
949,Intel Core i3-9300 @ 3.70GHz,7279,255.0,Intel
950,Intel Core i7-6700T @ 2.80GHz,7252,275.0,Intel
952,Intel Xeon E3-1246 v3 @ 3.50GHz,7246,826.0,Intel
953,Intel Core i7-4790 @ 3.60GHz,7234,119.99,Intel
954,Intel Xeon E5-4610 v3 @ 1.70GHz,7229,1219.0,Intel
955,Intel Xeon E-2224 @ 3.40GHz,7223,262.01,Intel
956,Intel Xeon W3690 @ 3.47GHz,7223,450.19,Intel
957,Intel Xeon E3-1275 v3 @ 3.50GHz,7200,188.46,Intel
958,AMD Ryzen 3 3200G,7193,139.0,AMD
960,Intel Xeon D-1537 @ 1.70GHz,7176,571.0,Intel
961,Intel Xeon D-1539 @ 1.60GHz,7175,486.0,Intel
962,Intel Core i7-7820HQ @ 2.90GHz,7157,378.0,Intel
963,Intel Xeon E5-2430 v2 @ 2.50GHz,7147,48.91,Intel
965,Intel Core i7-4770K @ 3.50GHz,7134,138.99,Intel
966,Intel Core i7-4940MX @ 3.10GHz,7123,699.95,Intel
967,Intel Core i7-990X @ 3.47GHz,7123,212.59,Intel
968,Intel Xeon D-1557 @ 1.50GHz,7118,694.0,Intel
969,Intel Xeon E3-1241 v3 @ 3.50GHz,7115,79.99,Intel
974,Intel Xeon E3-1240 v3 @ 3.40GHz,7073,62.41,Intel
978,Intel Core i7-6770HQ @ 2.60GHz,7058,619.0,Intel
979,Intel Core i7-5850EQ @ 2.70GHz,7036,435.0,Intel
980,Intel Xeon D-2123IT @ 2.20GHz,7033,213.0,Intel
981,Intel Core i7-980 @ 3.33GHz,7032,157.19,Intel
982,Intel Core i7-10610U @ 1.80GHz,7032,409.0,Intel
983,Intel Core i7-4770 @ 3.40GHz,7030,100.0,Intel
984,Intel Core i7-4771 @ 3.50GHz,7027,139.99,Intel
985,Intel Xeon E5-4640 @ 2.40GHz,7012,58.84,Intel
986,Intel Xeon E3-1245 v3 @ 3.40GHz,7004,299.0,Intel
987,Intel Xeon E3-1231 v3 @ 3.40GHz,6998,264.99,Intel
989,Intel Xeon E5-1620 v3 @ 3.50GHz,6991,149.52,Intel
991,Intel Xeon E-2124 @ 3.30GHz,6991,99.95,Intel
993,Intel Xeon E5-4607 v2 @ 2.60GHz,6986,72.8,Intel
995,Intel Core i7-7700HQ @ 2.80GHz,6975,378.0,Intel
996,Intel Core i7-4790S @ 3.20GHz,6967,196.47,Intel
997,Intel Core i7-6820HK @ 2.70GHz,6958,378.0,Intel
999,AMD Ryzen 3 1300X,6952,103.45,AMD
1001,Intel Xeon E5-2440 v2 @ 1.90GHz,6927,604.5,Intel
1004,Intel Xeon E5-2623 v4 @ 2.60GHz,6923,135.0,Intel
1006,Intel Xeon X5690 @ 3.47GHz,6913,169.37,Intel
1007,Intel Xeon W3680 @ 3.33GHz,6909,254.99,Intel
1009,Intel Core i7-4930MX @ 3.00GHz,6895,1096.0,Intel
1010,Intel Core i3-8350K @ 4.00GHz,6887,145.07,Intel
1011,Intel Xeon E5-2623 v3 @ 3.00GHz,6869,128.7,Intel
1013,Intel Core i7-5850HQ @ 2.70GHz,6866,434.0,Intel
1014,Intel Core i5-7600K @ 3.80GHz,6858,125.0,Intel
1015,Intel Xeon E3-1285L v3 @ 3.10GHz,6834,899.99,Intel
1016,Intel Xeon E5-4620 @ 2.20GHz,6830,65.16,Intel
1017,Intel Core i7-4960HQ @ 2.60GHz,6829,623.0,Intel
1018,Intel Core i7-980X @ 3.33GHz,6826,139.0,Intel
1022,Intel Core i7-4770S @ 3.10GHz,6803,128.95,Intel
1023,Intel Xeon X5680 @ 3.33GHz,6795,145.0,Intel
1024,Intel Pentium Gold G7400,6792,75.95,Intel
1025,Intel Xeon E3-1230 v3 @ 3.30GHz,6791,299.99,Intel
1028,AMD Ryzen 3 2200G,6775,140.09,AMD
1029,Intel Xeon E5-2448L v2 @ 1.80GHz,6774,1424.0,Intel
1030,Intel Core i3-9100F @ 3.60GHz,6770,107.58,Intel
1031,Intel Core i7-10510U @ 1.80GHz,6768,409.0,Intel
1032,AMD FX-9590 Eight-Core,6750,344.04,AMD
1035,Intel Xeon E3-1275 V2 @ 3.50GHz,6680,147.78,Intel
1036,Intel Core i5-7640X @ 4.00GHz,6675,153.19,Intel
1038,Intel Core i3-9100 @ 3.60GHz,6629,153.14,Intel
1041,Intel Core i5-7600 @ 3.50GHz,6575,138.0,Intel
1042,Intel Xeon E5-1428L v2 @ 2.20GHz,6566,20.37,Intel
1045,Intel Xeon E5-1620 v2 @ 3.70GHz,6546,49.99,Intel
1047,Intel Core i7-6700HQ @ 2.60GHz,6533,378.0,Intel
1048,Intel Xeon E3-1280 V2 @ 3.60GHz,6532,388.19,Intel
1049,Intel Xeon E5-2630L v2 @ 2.40GHz,6519,83.06,Intel
1050,Intel Xeon W3670 @ 3.20GHz,6509,295.19,Intel
1051,Intel Core i7-4820K @ 3.70GHz,6495,169.1,Intel
1052,Intel Core i7-970 @ 3.20GHz,6493,95.99,Intel
1053,AMD Opteron 6380,6488,855.79,AMD
1054,Intel Core i5-10310U @ 1.70GHz,6487,297.0,Intel
1055,Intel Xeon E3-1290 V2 @ 3.70GHz,6470,885.0,Intel
1056,Intel Core i7-3770K @ 3.50GHz,6465,123.0,Intel
1057,Intel Xeon E5-4610 @ 2.40GHz,6460,215.19,Intel
1058,Intel Xeon E3-1286L v3 @ 3.20GHz,6450,774.0,Intel
1060,Intel Xeon E3-1270 V2 @ 3.50GHz,6428,269.0,Intel
1061,Intel Xeon Silver 4112 @ 2.60GHz,6420,226.0,Intel
1062,Intel Xeon E5-2608L v3 @ 2.00GHz,6415,441.0,Intel
1063,Intel Xeon X5675 @ 3.07GHz,6409,67.0,Intel
1064,Intel Core i7-3770 @ 3.40GHz,6399,86.99,Intel
1067,AMD Opteron 6282 SE,6385,223.38,AMD
1069,Intel Core i7-4790T @ 2.70GHz,6375,249.88,Intel
1071,Intel Core i5-10210U @ 1.60GHz,6355,702.62,Intel
1075,Intel Xeon E5-2637 v2 @ 3.50GHz,6341,91.87,Intel
1076,Intel Core i7-8650U @ 1.90GHz,6336,1049.0,Intel
1078,Intel Core i5-6600K @ 3.50GHz,6332,136.99,Intel
1080,Intel Xeon E3-1245 V2 @ 3.40GHz,6329,367.5,Intel
1081,Intel Core i7-4850HQ @ 2.30GHz,6322,434.0,Intel
1082,Intel Xeon E5-2640 @ 2.50GHz,6318,50.0,Intel
1083,Intel Xeon E5-2420 v2 @ 2.20GHz,6317,85.19,Intel
1084,AMD Ryzen 3 1200,6314,64.98,AMD
1085,Intel Xeon E3-1240 V2 @ 3.40GHz,6311,314.99,Intel
1086,Intel Xeon E3-1225 v6 @ 3.30GHz,6304,280.48,Intel
1089,Intel Xeon E5-4617 @ 2.90GHz,6298,35.88,Intel
1090,Intel Core i7-8565U @ 1.80GHz,6270,615.0,Intel
1091,Intel Xeon E5-2620 v2 @ 2.10GHz,6256,49.0,Intel
1092,Intel Core i7-8665U @ 1.90GHz,6252,704.49,Intel
1093,Intel Core i5-8350U @ 1.70GHz,6250,297.0,Intel
1094,AMD Opteron 6276,6245,35.66,AMD
1097,Intel Core i3-1115G4 @ 3.00GHz,6232,281.0,Intel
1098,Intel Core i3-8300 @ 3.70GHz,6231,180.22,Intel
1099,Intel Core i5-8365U @ 1.60GHz,6226,539.07,Intel
1100,Intel Core i7-4910MQ @ 2.90GHz,6208,459.95,Intel
1101,Intel Xeon E3-1230 V2 @ 3.30GHz,6207,59.78,Intel
1102,Intel Xeon D-1622 @ 2.60GHz,6205,170.0,Intel
1103,Intel Core i7-3770S @ 3.10GHz,6188,150.0,Intel
1105,Intel Xeon E3-1240L v5 @ 2.10GHz,6173,278.0,Intel
1107,Intel Core i3-8100 @ 3.60GHz,6165,120.0,Intel
1108,Intel Core i3-9300T @ 3.20GHz,6162,143.0,Intel
1109,AMD FX-8370 Eight-Core,6148,178.9,AMD
1110,Intel Xeon E3-1265L v3 @ 2.50GHz,6147,997.0,Intel
1114,Intel Xeon E5-2630 @ 2.30GHz,6131,53.35,Intel
1117,Intel Core i5-6600 @ 3.30GHz,6096,129.99,Intel
1118,Intel Xeon X5670 @ 2.93GHz,6095,39.0,Intel
1119,Intel Core i7-4900MQ @ 2.80GHz,6090,556.0,Intel
1121,Intel Xeon X5660 @ 2.80GHz,6088,55.14,Intel
1123,Intel Xeon E3-1268L v5 @ 2.40GHz,6079,456.54,Intel
1124,Intel Core i5-8265U @ 1.60GHz,6076,499.88,Intel
