shipping_date,delivery_date,shipping_num,customer_id_invoice,shipping_weight
12/7/2024,12/12/2024,koowWZPTcCn6F,b - 389659,32.2111889
11/17/2024,11/21/2024,Jri0a8IAD21Lp,b - 384024,32.71739114
7/18/2024,7/23/2024,UOkMkUfmGJD8q,b - 359003,22.26779444
7/2/2024,7/6/2024,Fc0XAY3iokM9w,f - 355992,18.101536
6/27/2024,7/1/2024,JAbVFpfeMOeqg,g - 355142,32.87027988
1/25/2024,1/27/2024,Fy3dEakj1zT7j,h - 328461,32.92751946
12/4/2024,12/8/2024,A0FSHtUvzVWxd,j - 389213,21.92991612
2/4/2024,2/8/2024,qvq3wMkoiWVzg,d - 329427,31.24830325
10/18/2024,10/22/2024,xT8kZM4XNFzIj,f - 377919,21.93946155
3/29/2024,4/3/2024,atqcWXBXiKaB0,k - 336767,26.15657712
4/23/2024,4/25/2024,0YtFR5eoccs4H,h - 341491,41.86419667
9/8/2024,9/10/2024,IgErJCM46VkO1,j - 369496,28.08039552
5/18/2024,5/23/2024,LCW0t5a4ezRUg,e - 346704,30.3082713
8/18/2024,8/21/2024,cOeHQW8nnZoSb,f - 365147,38.39500886
12/25/2024,12/29/2024,m4RzrAAkRWqJS,m - 397082,29.2094299
11/12/2024,11/16/2024,yIaIB4FPAmmH9,j - 383579,30.59311055
7/19/2024,7/22/2024,3xpYHNuThvMbb,b - 359093,51.58299183
5/17/2024,5/21/2024,w7jkmWLnedquA,c - 345939,32.51746407
12/20/2024,12/24/2024,Gl0VNXs0l5u3l,k - 395781,23.27022645
1/21/2024,1/24/2024,XNShOnkSvIjFY,m - 327559,30.35442958
9/30/2024,10/4/2024,CgruCTtYO1tJK,j - 373999,40.58859812
7/17/2024,7/21/2024,8oyIXNRTnnhv4,a - 358535,21.22357747
12/8/2024,12/10/2024,rSGgkZlyAwrdg,m - 391094,30.5388666
3/21/2024,3/23/2024,jPgWTguX8RzRA,f - 335236,31.18120993
8/20/2024,8/22/2024,kzkcrt14Mmq9e,f - 365904,24.65799578
5/15/2024,5/18/2024,8rjKAWs7r0qRX,l - 346232,13.41324511
1/10/2024,1/14/2024,GZfuWpxJkXME6,i - 326275,9.222855875
7/12/2024,7/14/2024,FLNkQjbHZ3BxA,l - 357849,48.20106991
12/29/2024,1/1/2025,EhQbgtlBqb01I,m - 399144,27.62013668
8/22/2024,8/27/2024,BjbcxFAGLyIiO,d - 366272,40.58901497
9/26/2024,10/1/2024,Lm79yP0v31PkD,l - 373146,9.425822833
6/9/2024,6/13/2024,QmayxSnhR3Omy,c - 350713,23.99563966
5/31/2024,6/3/2024,TJ0XNF8lvUlyU,e - 349293,40.73457373
6/11/2024,6/14/2024,mWXk5niQ2JG3F,j - 351756,36.20701251
12/19/2024,12/23/2024,ZKD8Nt4716W8S,j - 394299,27.13099594
5/20/2024,5/23/2024,BuMpJNZWEqaaa,f - 347107,29.19125448
8/31/2024,9/3/2024,1yuq8X1ZK0Mar,j - 367926,24.00000096
10/11/2024,10/13/2024,R4ZwleKQfTUPY,f - 375659,27.52307585
6/30/2024,7/5/2024,MyZHUwjcpqhcm,j - 355513,23.77878474
4/17/2024,4/21/2024,tYw4AovTkeVeC,g - 340169,28.67145859
11/15/2024,11/18/2024,ZScvL7VgsEwvf,l - 383264,28.59060039
1/4/2024,1/8/2024,kiWeE7gncA5Up,f - 325298,36.3209815
8/11/2024,8/16/2024,bTrdUCMUyrMg2,e - 363824,16.06859888
5/10/2024,5/13/2024,48vyZGW8MjlVk,c - 345246,17.04499168
11/21/2024,11/23/2024,81AfsQiivMTAF,d - 384942,22.3070666
6/26/2024,7/1/2024,nMiBPljwPs1qs,e - 354724,43.17966636
12/28/2024,1/2/2025,4yAZR1JiCTX4U,i - 399578,29.99713551
9/7/2024,9/9/2024,5fsFbTk0qhRu4,e - 369205,13.74710434
10/10/2024,10/12/2024,9VSgCxTWEPaWT,i - 376289,29.17289774
12/18/2024,12/21/2024,FKAdbvAfbVX3N,i - 395322,20.50062336
6/3/2024,6/6/2024,5a9F6JjlHEyXT,l - 349532,38.00988279
10/12/2024,10/16/2024,PqpgzsXgZ3Fhf,l - 376538,23.95518444
12/9/2024,12/14/2024,xemAOD5hgaXlT,i - 391640,28.36846551
12/9/2024,12/14/2024,XNwdKy270TSt7,l - 391753,43.01552106
9/27/2024,9/30/2024,otDVl4qcWS7fe,a - 373610,29.98531029
11/12/2024,11/16/2024,HxDRn3gHSi1PQ,e - 383065,42.57444024
6/14/2024,6/18/2024,6rVjd5qNuoMAy,d - 351675,30.61057388
6/18/2024,6/22/2024,TKXVQijkxiBP1,a - 353140,38.80470934
11/8/2024,11/13/2024,BdQiJDwU2iERi,c - 382640,51.62346905
11/12/2024,11/16/2024,u2U6osUdbHB5n,k - 383173,26.72485456
10/16/2024,10/21/2024,jcejBP651YuPh,f - 377160,9.842198667
1/18/2024,1/22/2024,9nC1XSuMyxJeG,m - 327024,33.70024917
5/10/2024,5/12/2024,LdaPTpsmXR0X0,e - 344760,28.83580161
10/12/2024,10/15/2024,QibgPOCyuemvA,k - 376295,11.49460916
9/27/2024,9/30/2024,zPAK06gAigcpp,j - 373696,45.04668422
11/7/2024,11/9/2024,BserX4PKIwYY7,i - 382216,22.11130215
12/20/2024,12/23/2024,y5JH148eOgUxD,i - 395842,32.74247588
1/31/2024,2/5/2024,przkKaq3ecJGh,k - 329183,15.96512418
7/8/2024,7/12/2024,qyko2fBMQjjCl,k - 357169,24.38946872
11/8/2024,11/12/2024,KQqRw8RnqMbU1,h - 382219,24.77093533
4/27/2024,5/2/2024,I8aRZ9ePBTDlV,i - 341982,33.50950012
9/6/2024,9/11/2024,Ec7LjHBSUqxFl,j - 368558,26.93929783
11/25/2024,11/30/2024,C5ecyNJbXdpoL,e - 386646,23.64571068
8/30/2024,9/3/2024,ldc0bW6onD59R,a - 368175,41.12082806
2/4/2024,2/7/2024,T0ebZYCWzu9xx,b - 329518,48.98487331
5/9/2024,5/13/2024,OPj0WThSNETcl,d - 344881,18.13696982
4/29/2024,5/3/2024,lGRd8twphQdez,h - 342719,29.45715238
12/6/2024,12/10/2024,HJWf7j310fbgY,g - 390688,30.99956191
10/18/2024,10/21/2024,7r7F1qjzrh3gt,f - 377466,10.39509445
5/26/2024,5/30/2024,SepHpyy5p3aRu,g - 347870,23.69443661
9/11/2024,9/14/2024,AH8L6YQhrbMrZ,f - 370186,27.32499891
2/12/2024,2/16/2024,R0WRBcaitNI4L,l - 330597,32.12676274
10/3/2024,10/5/2024,SctCtABOMLdpS,m - 373942,30.9086011
8/10/2024,8/13/2024,yANJcEgOUUXUF,g - 363570,40.83071856
4/18/2024,4/23/2024,PnwmV5Uk15gvy,i - 340678,29.65047603
7/2/2024,7/6/2024,hSlYchF31cYza,e - 355944,27.90779741
10/4/2024,10/7/2024,qQpnqcv4FB2Om,d - 374599,8.629534086
4/29/2024,5/2/2024,7gzHk8b5ZRGDv,e - 342846,39.46231123
4/27/2024,5/2/2024,hOfsmiUDJTbog,c - 341933,50.16973905
6/7/2024,6/11/2024,8YaMjojb9kFUW,e - 350265,38.72922257
9/27/2024,9/30/2024,zAdRVw0TNaD0j,g - 372786,26.41273236
7/2/2024,7/4/2024,hNOZdOJGgUXVt,h - 355970,34.60154788
11/6/2024,11/11/2024,AYWxuYTWMhDMt,h - 381755,52.65885126
12/29/2024,1/2/2025,3rPpdwDpzle2f,h - 398993,32.91737653
11/5/2024,11/9/2024,2d52x2fH2TRMg,b - 381388,39.35237368
5/7/2024,5/11/2024,zv77INqFDNDFW,h - 344258,23.72210741
1/15/2024,1/18/2024,O0vdan7JEoAsf,d - 326849,35.75770296
11/30/2024,12/4/2024,XzTx0pNfCLiDV,e - 387659,43.59410777
11/18/2024,11/20/2024,mm7TG1f12TPZQ,i - 384575,22.87975603
12/20/2024,12/24/2024,KJaAHEdGBVhcI,i - 394720,21.13769763
12/26/2024,12/31/2024,iRpY4bhS4fQd4,e - 397034,29.22630191
12/27/2024,12/29/2024,CwEVWMyB3ojzJ,m - 399013,18.33946991
11/2/2024,11/4/2024,OgbDx9F07gTsT,f - 379916,42.84991301
12/27/2024,1/1/2025,yeFVP52G3yxDg,e - 398243,32.55987351
6/6/2024,6/10/2024,gHtJYdztk2M4P,g - 350079,47.19003297
6/29/2024,7/4/2024,IJ9212qTcUHM0,j - 355027,31.26199911
11/15/2024,11/17/2024,yPEpVKB9Na1qP,k - 384106,28.82182453
7/12/2024,7/15/2024,dbncmOGZyGSZA,a - 357627,23.58361372
10/17/2024,10/20/2024,nMsKCVFUkMug9,c - 377298,38.99868205
8/15/2024,8/17/2024,vzw6qwZNjW7yl,b - 364924,40.11793748
6/29/2024,7/4/2024,cVv955lebHvOB,c - 354778,29.9889948
7/27/2024,7/30/2024,KXQk2JsBfbf5J,f - 360651,27.41112514
7/23/2024,7/27/2024,yCyDs3PM3LzPF,d - 360216,58.97988508
4/8/2024,4/12/2024,1gkxwnaj7Tub2,l - 338516,33.70659703
12/5/2024,12/8/2024,Se1gjGyWogM2l,a - 389118,12.28421018
12/7/2024,12/10/2024,xMhJyIGMyjP6P,j - 390624,30.21804842
11/20/2024,11/24/2024,j3WDW0GDJN9ZJ,l - 385109,26.84247468
5/8/2024,5/11/2024,xG0kLk3ciWEIb,e - 344407,23.27383448
7/3/2024,7/6/2024,pJbKfuqUfqr3H,b - 355530,51.04733816
12/4/2024,12/7/2024,uZ8zBsH8EeVSq,k - 388580,18.64654408
12/12/2024,12/16/2024,evjt1xsBzPEux,i - 393303,59.8095015
6/29/2024,7/3/2024,FxjwDtQb11TIq,k - 355252,39.46208798
9/20/2024,9/22/2024,o0foKOG9Tm55a,i - 372294,31.93681418
9/17/2024,9/21/2024,qnJZeAUbMIB92,f - 371157,29.28670222
5/14/2024,5/17/2024,eBbnnJ9m0pDCo,k - 346012,41.70103333
9/4/2024,9/7/2024,1seZyhYSatjHy,m - 368615,20.0555443
12/7/2024,12/11/2024,GIh6R2S9VTr5X,l - 390826,35.02458571
12/27/2024,12/31/2024,R2UqwC5aGqQXI,l - 398502,21.6680335
5/4/2024,5/8/2024,mRJLrjiE32uo4,l - 344027,8.961223276
9/17/2024,9/21/2024,VKA7sjlFe2qMU,a - 371364,30.99710948
4/18/2024,4/22/2024,OEcC3l9pkyX0o,l - 340750,14.09065693
11/14/2024,11/17/2024,5ypcw5RvM9BPP,j - 383188,38.152848
3/24/2024,3/28/2024,58nHogTFPneSE,f - 335883,24.38920143
10/4/2024,10/8/2024,wBupqFdmL10cN,j - 374288,16.41128296
12/8/2024,12/11/2024,gKyGfNdNwbihQ,d - 390643,27.87636517
5/15/2024,5/19/2024,l0W8N1pjVPj63,l - 346035,26.35500652
1/20/2024,1/24/2024,w8g3HZCXzFifG,b - 327251,43.39931546
12/15/2024,12/20/2024,nd37iCxuZPFQ4,g - 393806,27.50571284
7/2/2024,7/6/2024,TpWYRAG5yQ1EO,g - 355870,21.69997547
1/24/2024,1/27/2024,IwESFc3gVzAkr,f - 327710,24.80079193
6/2/2024,6/7/2024,JNhXIo3cpREkP,k - 349249,29.17244974
8/9/2024,8/13/2024,KsfosR9BwqwgJ,e - 363621,27.36063493
8/30/2024,9/2/2024,B7LsI67J04kF8,m - 367136,52.66325975
1/16/2024,1/18/2024,VaUKFKZKQDGUd,d - 327218,47.13606575
1/10/2024,1/13/2024,vidNFzeyz36HI,f - 326450,29.00803824
4/12/2024,4/14/2024,IIeFt6wgQ378n,h - 338994,48.26116925
11/19/2024,11/21/2024,oZGT9AhekNqo4,i - 384956,37.70077373
5/20/2024,5/23/2024,dKM87q8cwQcy9,k - 346740,43.55886416
12/9/2024,12/14/2024,1y0OTscJHcirX,e - 391698,12.91413159
9/6/2024,9/10/2024,oPuNer69xysaH,b - 369200,17.99135198
6/15/2024,6/18/2024,PdzJLQqwlFYIN,g - 352162,44.17910017
6/25/2024,6/27/2024,h91EiMkOEwCfX,a - 354640,28.49614381
9/3/2024,9/7/2024,a12BtYWMMpuW2,f - 368453,30.32867184
11/11/2024,11/14/2024,FtTAqJgw6UZqw,g - 382818,27.25847802
12/29/2024,1/2/2025,2MmwCBf9X6FzY,h - 399380,30.0903706
5/17/2024,5/22/2024,bWwhoUUVXZJsM,g - 346228,28.13243614
2/3/2024,2/5/2024,8tybbMVZsMhzC,h - 329308,17.56867191
3/28/2024,4/2/2024,Ij3ybge6i6vJR,e - 336528,26.66379221
5/4/2024,5/7/2024,g89MqHfqx88BA,l - 343389,32.12346367
11/3/2024,11/5/2024,nrNtKWdNcuK7j,g - 380752,49.80509844
12/20/2024,12/24/2024,BT7f00kqItY1S,f - 394827,26.91843348
6/27/2024,7/1/2024,K8WB1m5LOI10E,a - 354772,16.22688055
10/30/2024,11/2/2024,wEbjEUqgJXbfZ,k - 380026,30.94087865
9/12/2024,9/15/2024,JfLX7z7pXHNG8,e - 369847,18.72031337
7/25/2024,7/30/2024,ppAwYCXen2WAw,b - 360092,36.21825963
8/2/2024,8/5/2024,KuZkSi51Blmnj,i - 361870,45.73463295
11/20/2024,11/23/2024,pY0QVxrQvm0eG,h - 385608,35.16421294
10/6/2024,10/9/2024,hRz5ixZjDpeBZ,l - 374821,33.71741942
12/21/2024,12/25/2024,KjTCw5BHEFtAr,k - 396647,41.44607063
4/19/2024,4/22/2024,BoS5OFuSYKrTE,e - 341236,23.73259929
8/3/2024,8/6/2024,NG8bltjwVa80t,a - 362471,15.81065826
3/12/2024,3/16/2024,4N3iq67upztkK,l - 334243,20.97920324
6/9/2024,6/13/2024,82A9zjNEWrlVP,f - 351177,22.86707668
12/31/2024,1/4/2025,QAhjtaZQxDIiI,i - 399853,34.59117108
12/21/2024,12/23/2024,Vwq9N29oCGLDC,k - 396237,29.34934499
8/28/2024,9/2/2024,5jYrf9dLmaAO5,a - 366995,19.29647579
11/8/2024,11/11/2024,Vo9ClBBZKlhK8,h - 381824,35.96084382
12/5/2024,12/10/2024,AjlG27jKibix1,a - 389268,30.21160414
9/17/2024,9/22/2024,WoYw1FccKAw2j,h - 371145,25.81500273
12/12/2024,12/16/2024,7vNF4MwhHjiSO,h - 392742,23.40518558
7/20/2024,7/22/2024,iRvr6RPXEVPxz,e - 359315,50.79168276
12/4/2024,12/6/2024,Yds6n9rWxnnJL,h - 389723,36.29761288
10/8/2024,10/11/2024,O8wq6OC7WfGyu,e - 375406,35.06948328
8/28/2024,8/31/2024,xQ2VzAMdTMSkb,f - 367029,21.625115
4/17/2024,4/22/2024,UGz8ThA58qsEf,a - 340266,54.20447296
8/26/2024,8/30/2024,gGAUfVCRnbieN,g - 367061,21.85653759
3/1/2024,3/4/2024,nLs6WNUN7v82s,c - 333020,31.79304009
8/28/2024,9/1/2024,o49RMQ8IjLNoA,l - 367500,33.00789008
6/20/2024,6/22/2024,BKnFex5q3AeP8,a - 353713,32.71781853
6/22/2024,6/26/2024,qrCiEI7FG3uCR,f - 353927,32.5550027
12/12/2024,12/15/2024,8RpsrGQcpXv0G,j - 392289,34.9066785
6/27/2024,6/29/2024,PQsViFbUE77VN,j - 355228,28.7654958
11/1/2024,11/5/2024,BmWgMT7yWHcu4,i - 380369,28.73155385
8/27/2024,8/30/2024,HylRpfaBxDkAD,a - 367013,16.96945718
8/21/2024,8/26/2024,5Y7cAScs21m6J,e - 366113,28.82355285
9/28/2024,10/2/2024,ss9pOOODYbjfo,a - 373332,29.46638941
6/14/2024,6/18/2024,Wl0MkjxFSf0FM,a - 352241,43.44701367
7/10/2024,7/13/2024,rtUxinA6Q900c,l - 357525,51.93413312
7/12/2024,7/17/2024,hDaXAbTpBIQ9O,h - 357228,32.96158816
10/22/2024,10/25/2024,oKnjSUA5nRaq4,b - 378183,23.43173904
6/27/2024,7/1/2024,nCi0BrcbFwuCL,l - 354074,44.02015422
11/10/2024,11/13/2024,C8qdJRYAx0ozv,d - 382332,50.14083447
4/27/2024,5/2/2024,mnOo0QmzNx9qj,m - 342080,27.53907712
11/21/2024,11/25/2024,NOwEOJHM6ixlj,i - 385331,30.18505576
10/13/2024,10/17/2024,qtOLjwXrYHjl9,c - 376281,44.8219874
5/18/2024,5/21/2024,TpqRhDs6g6KgJ,m - 346948,46.62785571
12/18/2024,12/21/2024,Yq44OnHD3CsY1,i - 395481,38.464521
12/11/2024,12/16/2024,5yHVTJQJ3AGLv,g - 391947,22.35202689
10/13/2024,10/18/2024,dovWfEN5RDUHX,m - 376392,30.05926661
4/12/2024,4/15/2024,9YzPSItDwRcbV,g - 339691,25.330571
12/11/2024,12/13/2024,2c6SQlX4cTBpS,b - 392018,38.06877277
10/20/2024,10/24/2024,4WwRbhn6bko5g,l - 377882,42.26050506
12/13/2024,12/16/2024,TVowGu9soPnJO,j - 392597,32.38789216
1/9/2024,1/12/2024,Pwz0H6LupzC8M,g - 326105,37.86382349
12/6/2024,12/9/2024,RhS2M065kq16J,i - 391173,24.05017623
3/28/2024,4/1/2024,4JbyWiXNjywIW,c - 336688,18.57803572
11/23/2024,11/27/2024,IPF17ujE5aT3n,c - 385541,30.01667972
11/13/2024,11/15/2024,w3E9FM94U6pXr,a - 383358,51.22238634
1/28/2024,1/31/2024,fcfN0iYhjEMDO,l - 328665,39.33488073
5/25/2024,5/30/2024,nyUw7oel81vEZ,b - 348263,24.23795444
1/22/2024,1/26/2024,K4JjuGWtShsCy,l - 327987,33.04679089
8/7/2024,8/10/2024,AWfMIAkjgVbnm,f - 362761,46.13072779
1/25/2024,1/27/2024,8pjQECkLDTN3g,a - 328268,32.34600612
10/5/2024,10/9/2024,vRWQ6ml023mCK,e - 375037,29.76892083
4/10/2024,4/13/2024,YPbEvva5hUWX4,i - 338743,53.19264448
12/13/2024,12/17/2024,NlM92PL09sBU4,d - 393709,25.06753676
2/16/2024,2/20/2024,jtCkeH7tVeST4,c - 331121,31.74113971
6/22/2024,6/26/2024,aKOHoxZh5K7Af,d - 353866,37.57406248
4/29/2024,5/1/2024,97FqagSRtgQrT,m - 342458,32.72402255
10/25/2024,10/28/2024,PGN7A5ygyjlNe,f - 378905,34.68549723
4/3/2024,4/6/2024,LPAXilGcx4N2B,c - 337731,25.60299373
11/29/2024,12/3/2024,bfQRFi2INoTtx,i - 388461,32.98429347
5/17/2024,5/21/2024,9oSQX2Z1Btvy9,e - 346203,24.77774276
12/9/2024,12/12/2024,yoasM4ZhmVLub,i - 391088,23.7946846
4/19/2024,4/22/2024,iDBoVHdhLHwdA,l - 341072,17.4042177
1/26/2024,1/29/2024,fzrcZzBcZgdtJ,b - 328330,20.92945147
6/14/2024,6/19/2024,g6GjKDncc9YNV,l - 352044,35.33387903
3/5/2024,3/7/2024,aq4QPsiXpzwDf,d - 333387,44.51587459
7/14/2024,7/17/2024,Ymxc4BgOgODsI,m - 357965,27.19833388
9/21/2024,9/24/2024,b18DrGpIwVaX5,a - 372118,32.47784348
6/14/2024,6/16/2024,1cu4xbVoA91wj,f - 351882,1.705209277
7/22/2024,7/26/2024,osiloJWjwov3T,f - 359594,47.03487905
7/1/2024,7/4/2024,rPV9XSiw2oFew,h - 355692,34.23507498
5/24/2024,5/27/2024,D1D3sq0cUnc4B,j - 347880,38.41140336
2/11/2024,2/14/2024,wwteqdv0WGSzO,d - 330617,20.0895013
8/18/2024,8/21/2024,IbYJtGnrbF6z6,g - 365316,14.36716374
12/11/2024,12/14/2024,5A1acgX2ZNWQP,a - 391407,18.40325334
8/30/2024,9/2/2024,k46QvJDOk6jTt,l - 367569,35.16394951
12/23/2024,12/26/2024,m8FOFdvhjt1jb,l - 396641,24.04243131
9/13/2024,9/15/2024,Y8amrHMg7RzA3,f - 370423,16.05264129
1/24/2024,1/26/2024,YmdBnL6Abmfyy,f - 327844,43.23755251
8/2/2024,8/7/2024,UYlYBYltXL2CK,e - 362493,24.40014466
3/22/2024,3/25/2024,LNurf59y7SHDq,j - 335759,13.40730653
5/1/2024,5/3/2024,ji1br9Nda7Bom,i - 343533,36.20706241
12/5/2024,12/10/2024,MP7yizAgzgdLN,d - 390385,29.30132854
11/9/2024,11/12/2024,RdvM1K404PrfC,g - 382631,24.5397991
1/3/2024,1/6/2024,1ygFRFs0cm45B,e - 325358,31.60601594
9/5/2024,9/10/2024,qPiq3zTD6qYxz,f - 368380,42.94143748
5/3/2024,5/6/2024,5Au9iCa1t3Gju,k - 343971,42.40742573
5/14/2024,5/18/2024,4QhBFZDMvbyhI,d - 345817,37.89100485
7/13/2024,7/16/2024,khALtoxqzRWjv,f - 358295,23.08399955
8/16/2024,8/20/2024,HMZJaQUU29JUx,h - 365333,25.93174604
8/21/2024,8/26/2024,70zpbIMiEut10,g - 366097,32.54772071
12/31/2023,1/4/2024,O213zi2b0ht1U,l - 324965,30.27748921
10/11/2024,10/14/2024,JZwnXdYoVADDa,j - 376181,29.18006362
3/17/2024,3/19/2024,Ju54A7nvHPu2h,m - 335115,11.68566204
11/17/2024,11/20/2024,GBPVRj4ShfQC4,a - 384088,18.45032243
2/26/2024,3/1/2024,y4DfpFhrLpFKN,m - 332554,45.3142022
11/16/2024,11/21/2024,LaoAyOk9Ipvcf,c - 384141,32.56650887
6/8/2024,6/10/2024,sp3FjBl8kaeI4,g - 350330,14.01696677
6/7/2024,6/10/2024,iw1sdGrnyFh7A,d - 351011,25.61473763
8/22/2024,8/27/2024,2x7myi9NVQojt,b - 365552,24.06681521
7/11/2024,7/14/2024,WC42w7XAVIxXI,j - 357852,30.61833021
4/5/2024,4/7/2024,CAWOjbS0kyTYz,b - 338298,64.11814301
2/28/2024,3/3/2024,I1fOMGr0uiwMe,c - 333036,25.90120321
7/8/2024,7/13/2024,dwakC593aM8wm,a - 356745,21.24348248
12/13/2024,12/17/2024,VI2wOZCiFqbLi,j - 393660,32.44108666
12/11/2024,12/14/2024,Jzn8qt8nT4dwu,b - 392277,20.74857598
5/13/2024,5/16/2024,9SBClaLCGH9JY,a - 345545,38.56262253
11/23/2024,11/27/2024,blU28yTM7WsVz,m - 385677,38.40786361
8/30/2024,9/2/2024,IxEkz8IedD9hl,h - 367099,24.49175721
9/18/2024,9/22/2024,GWMyzem84Qo6Z,i - 371464,9.363581307
9/26/2024,9/29/2024,7iMHqkeNDjCWq,d - 373343,21.07963861
7/27/2024,8/1/2024,iRd5f7TIRCAXU,m - 360875,26.86173472
8/16/2024,8/21/2024,Y9XL9Sa4WXsIg,g - 365255,31.92703316
12/4/2024,12/9/2024,7dD68rQRAU5aV,k - 389370,31.64236937
1/6/2024,1/9/2024,6a4OXIlzrwpQ2,a - 325668,34.33622637
3/8/2024,3/13/2024,ifCajCGuJFAB4,d - 333837,13.59721826
1/17/2024,1/21/2024,Nqkf3ZVC8EuVy,l - 326988,26.48516007
10/16/2024,10/20/2024,26HJO0ZzRNqzc,e - 376765,31.7077121
10/31/2024,11/4/2024,rJnbguRPcj7Yn,k - 379977,35.43246899
9/12/2024,9/14/2024,rqL8NwQNbe19M,h - 370271,48.92773666
12/4/2024,12/7/2024,xSsFyw4bnBwcg,c - 389126,41.59059115
7/18/2024,7/22/2024,kr1JYImJlcp1H,a - 358378,29.92233038
12/23/2024,12/27/2024,QaxCqIdPLJzHu,f - 396771,34.57724921
1/17/2024,1/20/2024,gU33grFdLsTBD,i - 326928,21.64327913
7/12/2024,7/15/2024,ms74Ib6SI38Bl,g - 357510,28.26567649
3/12/2024,3/16/2024,CmcF3l0315c2u,l - 334352,23.04784018
7/2/2024,7/5/2024,gBRWeMLVruzbL,e - 355572,42.80698933
12/11/2024,12/15/2024,7jchZwOc7nbL7,c - 392391,16.12674634
7/4/2024,7/9/2024,VMv76CFTnEM3n,j - 356059,40.79872238
12/18/2024,12/21/2024,91aaU7AmkWFTQ,a - 394181,30.72412121
11/30/2024,12/2/2024,RGssztRU4w7iB,a - 388095,36.14019918
3/16/2024,3/20/2024,AOAmOsZQ8BrTp,l - 335071,24.6448281
3/30/2024,4/2/2024,ymZdiva5juWaY,j - 336661,32.43369758
12/18/2024,12/23/2024,XQodODgHV2zMJ,f - 395586,32.65965817
5/18/2024,5/21/2024,5LZAlYUuifCa1,b - 346512,29.05268878
9/1/2024,9/4/2024,WvMKHLodGFqma,e - 367663,30.49663754
6/4/2024,6/8/2024,VRiH1HGaQsBuA,j - 350077,33.74274663
2/2/2024,2/6/2024,znhhvrZoVXiNB,d - 329306,24.94866233
9/5/2024,9/8/2024,AxhuiUcthkJ87,g - 368340,20.28364143
7/3/2024,7/7/2024,puZa4vhFpGzhr,l - 355527,29.463632
7/9/2024,7/11/2024,1ZddnS8JpyTco,c - 357298,31.94447119
6/20/2024,6/24/2024,06mqJ6Dtrh9H6,a - 353100,30.35387302
7/19/2024,7/22/2024,G1UaszUZanst9,a - 359439,28.12833248
11/30/2024,12/5/2024,2RnvSoG1IZ9Is,b - 387629,40.17747632
8/18/2024,8/23/2024,5JRIEuAbXj6rQ,d - 365277,25.9114407
11/28/2024,12/3/2024,9UBcTMa7OwJMt,e - 387579,29.79411584
4/22/2024,4/26/2024,NjoSA1SbFHQ1w,i - 341208,36.03991187
7/12/2024,7/15/2024,w8UpLqJcPyG5f,d - 357915,33.27329481
7/9/2024,7/12/2024,qrr6bcvCYFOrA,d - 357370,28.70241802
6/6/2024,6/11/2024,WkKpiYgNpi8Ig,e - 350719,22.60398644
9/28/2024,10/2/2024,XxHMYe7sD7VcE,k - 373317,11.7919318
10/20/2024,10/25/2024,sHcPgJAeXzHkq,j - 377595,45.9289558
7/24/2024,7/27/2024,gqHlIemRRSsY4,f - 360565,27.62562769
6/27/2024,6/29/2024,xe8RCXNdtgGV7,d - 355154,36.12218859
4/5/2024,4/8/2024,2mMjjN0XoSxDL,a - 337909,35.86194625
11/2/2024,11/7/2024,12zVhX6D3JQXL,i - 380166,28.61013847
3/27/2024,3/30/2024,CM6PnvlyqMoWS,l - 336212,27.28826369
4/21/2024,4/25/2024,forwU2m8x3wl8,c - 341056,30.19337097
8/16/2024,8/19/2024,0RZ5XgHCqm8NP,i - 364486,38.79944148
12/16/2024,12/20/2024,MqtsyvhAUYR20,d - 394169,48.49288143
3/12/2024,3/15/2024,Gqad5N5KgI7Ql,f - 334393,22.49784674
1/14/2024,1/18/2024,SaadiisLGBXoC,a - 326847,35.62894058
6/23/2024,6/27/2024,2HBmLQVc323FN,i - 354013,23.9315891
10/7/2024,10/11/2024,IOwwHqAWREKxB,i - 374914,37.40755135
3/12/2024,3/15/2024,L1Vb5kyT6YTxB,m - 334268,28.00658471
6/7/2024,6/10/2024,PEPzU07yrypQt,j - 351115,22.19933973
12/15/2024,12/17/2024,Kgap6oxUMJxeA,m - 393347,23.30277255
6/30/2024,7/4/2024,PEXY4gAjRzqqw,l - 355090,33.12889043
7/4/2024,7/8/2024,jwCTSTZW0Ul28,e - 356406,36.44267275
6/13/2024,6/15/2024,qNqU0WUHw19Rj,f - 352048,21.18512698
8/5/2024,8/8/2024,P8BajNTXWqelk,d - 362510,31.97505292
7/27/2024,7/30/2024,KR83PZFVFThCT,l - 360599,43.3137981
4/26/2024,4/28/2024,O7BWeN47gVyRx,c - 342315,31.50293423
8/27/2024,8/30/2024,qXnEXAPxRjNOy,l - 367112,33.19097183
3/28/2024,3/30/2024,D5nWllh4nvNyp,h - 336742,23.94710657
8/10/2024,8/13/2024,VNpdcZ7CHODwn,m - 363945,33.19267857
7/13/2024,7/16/2024,hLB0BpJEc2GIE,a - 357656,7.713873386
5/7/2024,5/11/2024,Oe7Tzbl33Y8ZM,a - 344373,31.46803356
8/25/2024,8/27/2024,56n2fgKnyUxIf,k - 366786,21.36292872
11/9/2024,11/13/2024,44rlyccioJMHd,e - 382621,33.86335643
5/17/2024,5/20/2024,QRKiJpNbgjhL6,g - 346216,34.91618027
1/2/2025,1/6/2025,cul6SqhFgUaIo,m - 399898,28.3281016
