invoice_date,customer_id,invoice_num,invoice_amount,terms,customer_order,item,amount
10/29/2024,b,379469,165,Shipping Point,A3QM3T9RTLJG,cowbells,6
10/29/2024,b,379469,165,Shipping Point,A3QM3T9RTLJG,bathbombs,21
10/29/2024,a,379468,205,Destination,FURLDANM1YFE,cowbells,11
10/29/2024,a,379468,205,Destination,FURLDANM1YFE,bathbombs,19
10/29/2024,d,379467,150,Destination,H4OOUICX6RMX,cowbells,6
10/29/2024,d,379467,150,Destination,H4OOUICX6RMX,bathbombs,18
10/29/2024,c,379466,170,Shipping Point,HXVBH97OLTHK,cowbells,10
10/29/2024,c,379466,170,Shipping Point,HXVBH97OLTHK,bathbombs,14
10/29/2024,c,379465,175,Shipping Point,A5E4PV8A8J21,cowbells,8
10/29/2024,c,379465,175,Shipping Point,A5E4PV8A8J21,bathbombs,19
10/29/2024,k,379464,165,Destination,WMYELDP1K135,cowbells,11
10/29/2024,k,379464,165,Destination,WMYELDP1K135,bathbombs,11
10/29/2024,m,379463,260,Shipping Point,EFVFHNE9SFBX,cowbells,12
10/29/2024,m,379463,260,Shipping Point,EFVFHNE9SFBX,bathbombs,28
10/29/2024,e,379462,120,Shipping Point,35CM27XMJANX,cowbells,4
10/29/2024,e,379462,120,Shipping Point,35CM27XMJANX,bathbombs,16
10/29/2024,i,379461,195,Destination,VXXTLZ8LT2AR,cowbells,6
10/29/2024,i,379461,195,Destination,VXXTLZ8LT2AR,bathbombs,27
10/29/2024,b,379460,155,Destination,QLA4BYXWJW38,cowbells,9
10/29/2024,b,379460,155,Destination,QLA4BYXWJW38,bathbombs,13
10/29/2024,a,379459,225,Destination,LZNQFIKOPW1B,cowbells,14
10/29/2024,a,379459,225,Destination,LZNQFIKOPW1B,bathbombs,17
10/29/2024,m,379458,180,Destination,7AZRMDKJLRPU,cowbells,13
10/29/2024,m,379458,180,Destination,7AZRMDKJLRPU,bathbombs,10
10/29/2024,c,379457,300,Shipping Point,CSY7HJTKL3ZK,cowbells,15
10/29/2024,c,379457,300,Shipping Point,CSY7HJTKL3ZK,bathbombs,30
10/29/2024,j,379456,200,Shipping Point,6LSIT48NC86F,cowbells,6
10/29/2024,j,379456,200,Shipping Point,6LSIT48NC86F,bathbombs,28
10/29/2024,b,379455,280,Shipping Point,ZN1GEKQLZNXJ,cowbells,20
10/29/2024,b,379455,280,Shipping Point,ZN1GEKQLZNXJ,bathbombs,16
10/29/2024,g,379454,230,Shipping Point,J65PFZCHAMA6,cowbells,11
10/29/2024,g,379454,230,Shipping Point,J65PFZCHAMA6,bathbombs,24
10/29/2024,m,379453,270,Destination,ERNV736LUXSZ,cowbells,11
10/29/2024,m,379453,270,Destination,ERNV736LUXSZ,bathbombs,32
10/29/2024,j,379452,210,Shipping Point,P0M80F59I9TV,cowbells,8
10/29/2024,j,379452,210,Shipping Point,P0M80F59I9TV,bathbombs,26
10/29/2024,c,379451,195,Shipping Point,9AT3PT456KME,cowbells,11
10/29/2024,c,379451,195,Shipping Point,9AT3PT456KME,bathbombs,17
10/29/2024,g,379450,150,Shipping Point,FJH48J7XHK9W,cowbells,8
10/29/2024,g,379450,150,Shipping Point,FJH48J7XHK9W,bathbombs,14
10/29/2024,h,379449,315,Shipping Point,DXTAHOKYRU4V,cowbells,19
10/29/2024,h,379449,315,Shipping Point,DXTAHOKYRU4V,bathbombs,25
10/29/2024,l,379448,255,Shipping Point,BBC0VAMKGROD,cowbells,13
10/29/2024,l,379448,255,Shipping Point,BBC0VAMKGROD,bathbombs,25
10/29/2024,g,379447,175,Shipping Point,CPC4E8ZDED89,cowbells,8
10/29/2024,g,379447,175,Shipping Point,CPC4E8ZDED89,bathbombs,19
10/29/2024,e,379446,250,Shipping Point,7Y1B2F9XSOAW,cowbells,14
10/29/2024,e,379446,250,Shipping Point,7Y1B2F9XSOAW,bathbombs,22
10/29/2024,j,379445,205,Shipping Point,K3WWB85IKFLI,cowbells,6
10/29/2024,j,379445,205,Shipping Point,K3WWB85IKFLI,bathbombs,29
10/29/2024,k,379444,225,Destination,PV2UHRTQXZWA,cowbells,7
10/29/2024,k,379444,225,Destination,PV2UHRTQXZWA,bathbombs,31
10/29/2024,j,379443,215,Shipping Point,JSKOISKUK17G,cowbells,14
10/29/2024,j,379443,215,Shipping Point,JSKOISKUK17G,bathbombs,15
10/29/2024,f,379442,220,Destination,N0OMOD4FT9CU,cowbells,11
10/29/2024,f,379442,220,Destination,N0OMOD4FT9CU,bathbombs,22
10/29/2024,b,379441,220,Destination,87MO8VIOI3IW,cowbells,15
10/29/2024,b,379441,220,Destination,87MO8VIOI3IW,bathbombs,14
10/29/2024,k,379440,235,Shipping Point,LBBDIG58J199,cowbells,12
10/29/2024,k,379440,235,Shipping Point,LBBDIG58J199,bathbombs,23
10/29/2024,h,379439,245,Shipping Point,JMOM248LAQNH,cowbells,12
10/29/2024,h,379439,245,Shipping Point,JMOM248LAQNH,bathbombs,25
10/29/2024,c,379438,240,Shipping Point,HWKJDC64PW53,cowbells,13
10/29/2024,c,379438,240,Shipping Point,HWKJDC64PW53,bathbombs,22
10/29/2024,l,379437,220,Destination,GWGSQFCFH4ST,cowbells,10
10/29/2024,l,379437,220,Destination,GWGSQFCFH4ST,bathbombs,24
10/29/2024,e,379436,185,Shipping Point,4KBDRT3PFK3R,cowbells,13
10/29/2024,e,379436,185,Shipping Point,4KBDRT3PFK3R,bathbombs,11
10/29/2024,l,379435,135,Shipping Point,MZH7ZFLKZHF7,cowbells,5
10/29/2024,l,379435,135,Shipping Point,MZH7ZFLKZHF7,bathbombs,17
10/29/2024,m,379434,210,Shipping Point,KQDLU0TYN67Q,cowbells,9
10/29/2024,m,379434,210,Shipping Point,KQDLU0TYN67Q,bathbombs,24
10/29/2024,c,379433,255,Destination,IMC38W7ZMSE3,cowbells,14
10/29/2024,c,379433,255,Destination,IMC38W7ZMSE3,bathbombs,23
10/29/2024,c,379432,180,Shipping Point,7ITYJ7JM3IKB,cowbells,7
10/29/2024,c,379432,180,Shipping Point,7ITYJ7JM3IKB,bathbombs,22
10/29/2024,h,379431,225,Destination,X8SWOX5BKTGT,cowbells,10
10/29/2024,h,379431,225,Destination,X8SWOX5BKTGT,bathbombs,25
10/29/2024,m,379430,250,Destination,EOQQR8O2GJUM,cowbells,12
10/29/2024,m,379430,250,Destination,EOQQR8O2GJUM,bathbombs,26
10/29/2024,b,379429,240,Destination,3A42NJTYGEAG,cowbells,14
10/29/2024,b,379429,240,Destination,3A42NJTYGEAG,bathbombs,20
10/29/2024,e,379428,150,Shipping Point,N33P4H53V6XR,cowbells,5
10/29/2024,e,379428,150,Shipping Point,N33P4H53V6XR,bathbombs,20
10/29/2024,h,379427,220,Shipping Point,WK9XKTMEVPQU,cowbells,8
10/29/2024,h,379427,220,Shipping Point,WK9XKTMEVPQU,bathbombs,28
10/29/2024,b,379426,190,Shipping Point,ZUHR85F2G7SQ,cowbells,11
10/29/2024,b,379426,190,Shipping Point,ZUHR85F2G7SQ,bathbombs,16
10/29/2024,i,379425,245,Shipping Point,2B35BRLC3DZ5,cowbells,10
10/29/2024,i,379425,245,Shipping Point,2B35BRLC3DZ5,bathbombs,29
10/29/2024,e,379424,140,Destination,WZN4H7FNO0FR,cowbells,3
10/29/2024,e,379424,140,Destination,WZN4H7FNO0FR,bathbombs,22
10/29/2024,e,379423,155,Shipping Point,SY86HI81YNCT,cowbells,7
10/29/2024,e,379423,155,Shipping Point,SY86HI81YNCT,bathbombs,17
10/29/2024,d,379422,265,Destination,WVQY0P17HDZD,cowbells,13
10/29/2024,d,379422,265,Destination,WVQY0P17HDZD,bathbombs,27
10/29/2024,d,379421,310,Destination,M7GWA9PJUUDW,cowbells,18
10/29/2024,d,379421,310,Destination,M7GWA9PJUUDW,bathbombs,26
10/29/2024,d,379420,195,Destination,2BKISFW7K5ZM,cowbells,9
10/29/2024,d,379420,195,Destination,2BKISFW7K5ZM,bathbombs,21
10/29/2024,g,379419,235,Shipping Point,RZTW9XNUI63X,cowbells,11
10/29/2024,g,379419,235,Shipping Point,RZTW9XNUI63X,bathbombs,25
10/29/2024,j,379418,250,Shipping Point,V8EEUCVF7V2C,cowbells,11
10/29/2024,j,379418,250,Shipping Point,V8EEUCVF7V2C,bathbombs,28
10/29/2024,h,379417,235,Shipping Point,RKL0DPPE03HS,cowbells,14
10/29/2024,h,379417,235,Shipping Point,RKL0DPPE03HS,bathbombs,19
10/29/2024,f,379416,190,Shipping Point,U7WXH2LBKSZP,cowbells,14
10/29/2024,f,379416,190,Shipping Point,U7WXH2LBKSZP,bathbombs,10
10/29/2024,g,379415,215,Shipping Point,3FTHWXMHCG1Q,cowbells,11
10/29/2024,g,379415,215,Shipping Point,3FTHWXMHCG1Q,bathbombs,21
10/29/2024,j,379414,140,Shipping Point,G1ANB790J83W,cowbells,3
10/29/2024,j,379414,140,Shipping Point,G1ANB790J83W,bathbombs,22
10/29/2024,i,379413,205,Destination,DKFYC7P6AKS1,cowbells,7
10/29/2024,i,379413,205,Destination,DKFYC7P6AKS1,bathbombs,27
10/29/2024,d,379412,195,Shipping Point,365WUK0NIWKW,cowbells,7
10/29/2024,d,379412,195,Shipping Point,365WUK0NIWKW,bathbombs,25
10/29/2024,e,379411,190,Shipping Point,N60UW1J6FVRY,cowbells,8
10/29/2024,e,379411,190,Shipping Point,N60UW1J6FVRY,bathbombs,22
10/29/2024,g,379410,140,Shipping Point,KGDIUU0GVQS8,cowbells,4
10/29/2024,g,379410,140,Shipping Point,KGDIUU0GVQS8,bathbombs,20
10/29/2024,h,379409,275,Shipping Point,H2WHMK9P8MQA,cowbells,15
10/29/2024,h,379409,275,Shipping Point,H2WHMK9P8MQA,bathbombs,25
10/29/2024,c,379408,145,Destination,YMQX2ZKH0CAT,cowbells,9
10/29/2024,c,379408,145,Destination,YMQX2ZKH0CAT,bathbombs,11
10/29/2024,f,379407,170,Destination,LTN30RFKYFI4,cowbells,6
10/29/2024,f,379407,170,Destination,LTN30RFKYFI4,bathbombs,22
10/29/2024,f,379406,210,Destination,AQO5POQLC6ZI,cowbells,8
10/29/2024,f,379406,210,Destination,AQO5POQLC6ZI,bathbombs,26
10/29/2024,l,379405,240,Shipping Point,CQNP5CA70EYT,cowbells,15
10/29/2024,l,379405,240,Shipping Point,CQNP5CA70EYT,bathbombs,18
10/29/2024,l,379404,160,Shipping Point,UW0O4Z3YZB71,cowbells,8
10/29/2024,l,379404,160,Shipping Point,UW0O4Z3YZB71,bathbombs,16
10/29/2024,a,379403,115,Shipping Point,TF7163MJVMIG,cowbells,7
10/29/2024,a,379403,115,Shipping Point,TF7163MJVMIG,bathbombs,9
10/29/2024,e,379402,115,Shipping Point,GGLB3NF2E01B,cowbells,3
10/29/2024,e,379402,115,Shipping Point,GGLB3NF2E01B,bathbombs,17
10/29/2024,i,379401,215,Shipping Point,XJRMMGJFZQOG,cowbells,10
10/29/2024,i,379401,215,Shipping Point,XJRMMGJFZQOG,bathbombs,23
10/29/2024,k,379400,170,Shipping Point,AE4V2NPD4W69,cowbells,6
10/29/2024,k,379400,170,Shipping Point,AE4V2NPD4W69,bathbombs,22
10/29/2024,m,379399,90,Shipping Point,NFPLBREISMIQ,cowbells,7
10/29/2024,m,379399,90,Shipping Point,NFPLBREISMIQ,bathbombs,4
10/29/2024,m,379397,190,Destination,D5EARH25Q6PX,cowbells,8
10/29/2024,m,379397,190,Destination,D5EARH25Q6PX,bathbombs,22
10/29/2024,m,379396,260,Shipping Point,3P4AHUXXJOLC,cowbells,15
10/29/2024,m,379396,260,Shipping Point,3P4AHUXXJOLC,bathbombs,22
10/29/2024,j,379395,120,Shipping Point,14WR1JBV38IM,cowbells,5
10/29/2024,j,379395,120,Shipping Point,14WR1JBV38IM,bathbombs,14
10/29/2024,i,379394,255,Destination,U6WR9W9OL2A5,cowbells,10
10/29/2024,i,379394,255,Destination,U6WR9W9OL2A5,bathbombs,31
10/29/2024,k,379393,210,Destination,VR2NYXCB1V9L,cowbells,14
10/29/2024,k,379393,210,Destination,VR2NYXCB1V9L,bathbombs,14
10/29/2024,c,379392,235,Shipping Point,8DQYRFDA7R4K,cowbells,11
10/29/2024,c,379392,235,Shipping Point,8DQYRFDA7R4K,bathbombs,25
10/29/2024,d,379391,100,Shipping Point,R2WT5WQJNMFB,cowbells,6
10/29/2024,d,379391,100,Shipping Point,R2WT5WQJNMFB,bathbombs,8
10/29/2024,d,379390,290,Shipping Point,BCFCLBHITKZC,cowbells,16
10/29/2024,d,379390,290,Shipping Point,BCFCLBHITKZC,bathbombs,26
10/29/2024,d,379389,260,Shipping Point,0N0CRV72PW7W,cowbells,16
10/29/2024,d,379389,260,Shipping Point,0N0CRV72PW7W,bathbombs,20
10/29/2024,d,379388,175,Shipping Point,C35RIDCORRA5,cowbells,5
10/29/2024,d,379388,175,Shipping Point,C35RIDCORRA5,bathbombs,25
10/29/2024,a,379387,140,Destination,I6O04MMMRXSH,cowbells,4
10/29/2024,a,379387,140,Destination,I6O04MMMRXSH,bathbombs,20
10/29/2024,f,379386,280,Shipping Point,97X8H12JM8BC,cowbells,18
10/29/2024,f,379386,280,Shipping Point,97X8H12JM8BC,bathbombs,20
10/29/2024,g,379385,210,Shipping Point,8HMFQ7V6O69R,cowbells,10
10/29/2024,g,379385,210,Shipping Point,8HMFQ7V6O69R,bathbombs,22
10/29/2024,j,379384,190,Shipping Point,UF55FPMHNCQ1,cowbells,7
10/29/2024,j,379384,190,Shipping Point,UF55FPMHNCQ1,bathbombs,24
10/29/2024,c,379383,230,Shipping Point,WIVV6J0EFYMJ,cowbells,11
10/29/2024,c,379383,230,Shipping Point,WIVV6J0EFYMJ,bathbombs,24
10/29/2024,h,379382,165,Shipping Point,Q241WRANBMLB,cowbells,6
10/29/2024,h,379382,165,Shipping Point,Q241WRANBMLB,bathbombs,21
10/29/2024,f,379381,85,Destination,H3ZADKVN3EBT,cowbells,3
10/29/2024,f,379381,85,Destination,H3ZADKVN3EBT,bathbombs,11
10/29/2024,d,379380,185,Shipping Point,2C3ICN1TG3GV,cowbells,9
10/29/2024,d,379380,185,Shipping Point,2C3ICN1TG3GV,bathbombs,19
10/29/2024,k,379379,70,Shipping Point,B34D8R5U9129,cowbells,3
10/29/2024,k,379379,70,Shipping Point,B34D8R5U9129,bathbombs,8
10/29/2024,a,379378,200,Shipping Point,SXSDEIO4KXIG,cowbells,11
10/29/2024,a,379378,200,Shipping Point,SXSDEIO4KXIG,bathbombs,18
10/29/2024,i,379377,275,Shipping Point,98L2V4GVZMTF,cowbells,13
10/29/2024,i,379377,275,Shipping Point,98L2V4GVZMTF,bathbombs,29
10/29/2024,d,379376,125,Destination,RQ36KL7HTNCY,cowbells,7
10/29/2024,d,379376,125,Destination,RQ36KL7HTNCY,bathbombs,11
10/29/2024,m,379375,200,Shipping Point,685AGM8ENZ0Z,cowbells,11
10/29/2024,m,379375,200,Shipping Point,685AGM8ENZ0Z,bathbombs,18
10/29/2024,m,379374,185,Shipping Point,9P67CI4O09Y9,cowbells,7
10/29/2024,m,379374,185,Shipping Point,9P67CI4O09Y9,bathbombs,23
10/29/2024,h,379373,195,Shipping Point,ZBHL10S7JZSL,cowbells,10
10/29/2024,h,379373,195,Shipping Point,ZBHL10S7JZSL,bathbombs,19
10/29/2024,j,379372,175,Shipping Point,2CXDAE1LCBWA,cowbells,6
10/29/2024,j,379372,175,Shipping Point,2CXDAE1LCBWA,bathbombs,23
10/29/2024,l,379371,170,Destination,G1ZOMBSTIF0B,cowbells,6
10/29/2024,l,379371,170,Destination,G1ZOMBSTIF0B,bathbombs,22
10/29/2024,g,379370,245,Shipping Point,E30TXQBFNNE3,cowbells,12
10/29/2024,g,379370,245,Shipping Point,E30TXQBFNNE3,bathbombs,25
10/29/2024,e,379369,270,Destination,Y4Y7TZ4HB4CH,cowbells,15
10/29/2024,e,379369,270,Destination,Y4Y7TZ4HB4CH,bathbombs,24
10/29/2024,d,379368,215,Destination,MIU4AQQC3HDF,cowbells,7
10/29/2024,d,379368,215,Destination,MIU4AQQC3HDF,bathbombs,29
10/29/2024,m,379367,195,Shipping Point,5B05N277WAFM,cowbells,10
10/29/2024,m,379367,195,Shipping Point,5B05N277WAFM,bathbombs,19
10/29/2024,m,379366,280,Shipping Point,A5LZTXVV8WPT,cowbells,12
10/29/2024,m,379366,280,Shipping Point,A5LZTXVV8WPT,bathbombs,32
10/29/2024,j,379365,240,Shipping Point,SV970HDU4YTL,cowbells,10
10/29/2024,j,379365,240,Shipping Point,SV970HDU4YTL,bathbombs,28
10/29/2024,k,379364,205,Shipping Point,4MN8AQQJOG74,cowbells,10
10/29/2024,k,379364,205,Shipping Point,4MN8AQQJOG74,bathbombs,21
10/29/2024,g,379363,180,Destination,JR2P8PLZGSLL,cowbells,11
10/29/2024,g,379363,180,Destination,JR2P8PLZGSLL,bathbombs,14
10/29/2024,l,379362,200,Shipping Point,ZS3IYL2BROY1,cowbells,14
10/29/2024,l,379362,200,Shipping Point,ZS3IYL2BROY1,bathbombs,12
10/29/2024,k,379361,200,Shipping Point,VBSU5COTXV47,cowbells,8
10/29/2024,k,379361,200,Shipping Point,VBSU5COTXV47,bathbombs,24
10/29/2024,m,379360,235,Shipping Point,HSYYC4SE355X,cowbells,10
10/29/2024,m,379360,235,Shipping Point,HSYYC4SE355X,bathbombs,27
10/29/2024,e,379359,130,Shipping Point,ZB8GE8Y94PW2,cowbells,9
10/29/2024,e,379359,130,Shipping Point,ZB8GE8Y94PW2,bathbombs,8
10/29/2024,f,379358,205,Shipping Point,ZPSQ1L8XUWKI,cowbells,11
10/29/2024,f,379358,205,Shipping Point,ZPSQ1L8XUWKI,bathbombs,19
10/29/2024,c,379357,140,Shipping Point,E1D97AIAV8OZ,cowbells,6
10/29/2024,c,379357,140,Shipping Point,E1D97AIAV8OZ,bathbombs,16
10/29/2024,k,379356,155,Destination,DDZC2ZMYJSB9,cowbells,5
10/29/2024,k,379356,155,Destination,DDZC2ZMYJSB9,bathbombs,21
10/26/2024,h,379355,195,Destination,460VUD2T9U80,cowbells,8
10/26/2024,h,379355,195,Destination,460VUD2T9U80,bathbombs,23
10/26/2024,b,379354,205,Destination,HQOYFHRGRPHR,cowbells,10
10/26/2024,b,379354,205,Destination,HQOYFHRGRPHR,bathbombs,21
10/26/2024,c,379353,135,Shipping Point,QF5HO5FW9DKO,cowbells,6
10/26/2024,c,379353,135,Shipping Point,QF5HO5FW9DKO,bathbombs,15
10/26/2024,h,379352,215,Shipping Point,435U7752ZKM6,cowbells,9
10/26/2024,h,379352,215,Shipping Point,435U7752ZKM6,bathbombs,25
10/26/2024,i,379351,180,Shipping Point,QQX9187I1C75,cowbells,9
10/26/2024,i,379351,180,Shipping Point,QQX9187I1C75,bathbombs,18
10/26/2024,j,379349,175,Shipping Point,RXOI4OWLYDVW,cowbells,12
10/26/2024,j,379349,175,Shipping Point,RXOI4OWLYDVW,bathbombs,11
10/26/2024,m,379348,225,Shipping Point,7Z5EGR8XUL5I,cowbells,9
10/26/2024,m,379348,225,Shipping Point,7Z5EGR8XUL5I,bathbombs,27
10/26/2024,e,379347,165,Shipping Point,TV0A0MA1M86J,cowbells,8
10/26/2024,e,379347,165,Shipping Point,TV0A0MA1M86J,bathbombs,17
10/26/2024,k,379346,210,Shipping Point,O3PQIXIJ3159,cowbells,11
10/26/2024,k,379346,210,Shipping Point,O3PQIXIJ3159,bathbombs,20
10/26/2024,h,379345,270,Shipping Point,Y0FD8KUNBNJU,cowbells,21
10/26/2024,h,379345,270,Shipping Point,Y0FD8KUNBNJU,bathbombs,12
10/26/2024,k,379344,175,Destination,B3A8DY50FFVG,cowbells,5
10/26/2024,k,379344,175,Destination,B3A8DY50FFVG,bathbombs,25
10/26/2024,j,379343,215,Destination,6N6W43S4S0TS,cowbells,10
10/26/2024,j,379343,215,Destination,6N6W43S4S0TS,bathbombs,23
10/26/2024,d,379342,245,Destination,K5436JHZN749,cowbells,12
10/26/2024,d,379342,245,Destination,K5436JHZN749,bathbombs,25
10/26/2024,l,379341,130,Shipping Point,WHAE9WZEPZHE,cowbells,5
10/26/2024,l,379341,130,Shipping Point,WHAE9WZEPZHE,bathbombs,16
10/26/2024,l,379340,195,Shipping Point,442AZCUTW2NH,cowbells,8
10/26/2024,l,379340,195,Shipping Point,442AZCUTW2NH,bathbombs,23
10/26/2024,m,379339,285,Shipping Point,KFX1PBKG8KZU,cowbells,14
10/26/2024,m,379339,285,Shipping Point,KFX1PBKG8KZU,bathbombs,29
10/26/2024,f,379338,175,Destination,LWYM1OP8YUK0,cowbells,10
10/26/2024,f,379338,175,Destination,LWYM1OP8YUK0,bathbombs,15
10/26/2024,h,379337,110,Shipping Point,6XU4ZO7U9WNE,cowbells,7
10/26/2024,h,379337,110,Shipping Point,6XU4ZO7U9WNE,bathbombs,8
10/26/2024,c,379336,155,Shipping Point,4NKPSHBPDWYL,cowbells,6
10/26/2024,c,379336,155,Shipping Point,4NKPSHBPDWYL,bathbombs,19
10/26/2024,d,379335,245,Destination,RHZ1OEHSO2SZ,cowbells,15
10/26/2024,d,379335,245,Destination,RHZ1OEHSO2SZ,bathbombs,19
10/26/2024,h,379334,190,Destination,RK93PYT6KXHU,cowbells,7
10/26/2024,h,379334,190,Destination,RK93PYT6KXHU,bathbombs,24
10/26/2024,a,379333,240,Shipping Point,V4VUBLQQRTXJ,cowbells,12
10/26/2024,a,379333,240,Shipping Point,V4VUBLQQRTXJ,bathbombs,24
10/26/2024,k,379332,230,Destination,KR8GLTAOXRHO,cowbells,13
10/26/2024,k,379332,230,Destination,KR8GLTAOXRHO,bathbombs,20
10/26/2024,j,379331,210,Destination,1IWE1WAMKXC0,cowbells,11
10/26/2024,j,379331,210,Destination,1IWE1WAMKXC0,bathbombs,20
10/26/2024,b,379330,230,Shipping Point,2E5S52FCC5OK,cowbells,13
10/26/2024,b,379330,230,Shipping Point,2E5S52FCC5OK,bathbombs,20
10/26/2024,h,379329,160,Shipping Point,6SP5W2MSH5CZ,cowbells,4
10/26/2024,h,379329,160,Shipping Point,6SP5W2MSH5CZ,bathbombs,24
10/26/2024,c,379328,270,Shipping Point,2TA289STGYX8,cowbells,14
10/26/2024,c,379328,270,Shipping Point,2TA289STGYX8,bathbombs,26
10/26/2024,e,379327,255,Destination,1QNSEZDDKZPC,cowbells,13
10/26/2024,e,379327,255,Destination,1QNSEZDDKZPC,bathbombs,25
10/26/2024,h,379326,300,Shipping Point,STAFLJ4FJNRH,cowbells,16
10/26/2024,h,379326,300,Shipping Point,STAFLJ4FJNRH,bathbombs,28
10/26/2024,j,379325,210,Shipping Point,8PN77LSIXXV3,cowbells,14
10/26/2024,j,379325,210,Shipping Point,8PN77LSIXXV3,bathbombs,14
10/26/2024,e,379324,140,Shipping Point,SVV5IHIM3B8U,cowbells,8
10/26/2024,e,379324,140,Shipping Point,SVV5IHIM3B8U,bathbombs,12
10/26/2024,h,379323,195,Destination,JJ468JJWQSRZ,cowbells,8
10/26/2024,h,379323,195,Destination,JJ468JJWQSRZ,bathbombs,23
10/26/2024,f,379322,195,Destination,SC9KO1KZ9D8L,cowbells,11
10/26/2024,f,379322,195,Destination,SC9KO1KZ9D8L,bathbombs,17
10/26/2024,l,379321,155,Shipping Point,5PODC4CQ8VMF,cowbells,10
10/26/2024,l,379321,155,Shipping Point,5PODC4CQ8VMF,bathbombs,11
10/26/2024,g,379320,200,Shipping Point,33LJAO5BL9N6,cowbells,7
10/26/2024,g,379320,200,Shipping Point,33LJAO5BL9N6,bathbombs,26
10/26/2024,b,379319,225,Shipping Point,RH26MBQXUO7B,cowbells,10
10/26/2024,b,379319,225,Shipping Point,RH26MBQXUO7B,bathbombs,25
10/26/2024,l,379318,245,Shipping Point,IUJNQW9AI49S,cowbells,12
10/26/2024,l,379318,245,Shipping Point,IUJNQW9AI49S,bathbombs,25
10/26/2024,h,379317,210,Shipping Point,1EZMXWYO0S6D,cowbells,10
10/26/2024,h,379317,210,Shipping Point,1EZMXWYO0S6D,bathbombs,22
10/26/2024,e,379316,285,Destination,5CTCI5AH89NQ,cowbells,16
10/26/2024,e,379316,285,Destination,5CTCI5AH89NQ,bathbombs,25
10/26/2024,d,379315,240,Shipping Point,4FIOMHD8FWJ2,cowbells,12
10/26/2024,d,379315,240,Shipping Point,4FIOMHD8FWJ2,bathbombs,24
10/26/2024,m,379314,210,Shipping Point,8NE4DRT6KPFQ,cowbells,12
10/26/2024,m,379314,210,Shipping Point,8NE4DRT6KPFQ,bathbombs,18
10/26/2024,i,379313,210,Shipping Point,344VVDCW3YU1,cowbells,7
10/26/2024,i,379313,210,Shipping Point,344VVDCW3YU1,bathbombs,28
10/26/2024,d,379312,275,Destination,KJJ7RORHFGLV,cowbells,13
10/26/2024,d,379312,275,Destination,KJJ7RORHFGLV,bathbombs,29
10/26/2024,i,379311,170,Shipping Point,EKL1Q8CG9R0R,cowbells,10
10/26/2024,i,379311,170,Shipping Point,EKL1Q8CG9R0R,bathbombs,14
10/26/2024,i,379310,240,Shipping Point,XU3VKHN5BLNF,cowbells,14
10/26/2024,i,379310,240,Shipping Point,XU3VKHN5BLNF,bathbombs,20
10/26/2024,d,379309,190,Destination,XXE9NUAYNCAL,cowbells,11
10/26/2024,d,379309,190,Destination,XXE9NUAYNCAL,bathbombs,16
10/26/2024,m,379308,205,Shipping Point,3UPZ2CLNRUYD,cowbells,7
10/26/2024,m,379308,205,Shipping Point,3UPZ2CLNRUYD,bathbombs,27
10/26/2024,e,379307,165,Shipping Point,2IWL9JJ1KMG0,cowbells,11
10/26/2024,e,379307,165,Shipping Point,2IWL9JJ1KMG0,bathbombs,11
10/26/2024,c,379306,235,Destination,6JD5Q2AG5WP3,cowbells,10
10/26/2024,c,379306,235,Destination,6JD5Q2AG5WP3,bathbombs,27
10/26/2024,g,379305,290,Shipping Point,G1P81O01LGPI,cowbells,16
10/26/2024,g,379305,290,Shipping Point,G1P81O01LGPI,bathbombs,26
10/26/2024,m,379304,260,Shipping Point,T9YI47682UJ5,cowbells,12
10/26/2024,m,379304,260,Shipping Point,T9YI47682UJ5,bathbombs,28
10/26/2024,d,379303,95,Destination,VHHKOJCXD41K,cowbells,4
10/26/2024,d,379303,95,Destination,VHHKOJCXD41K,bathbombs,11
10/26/2024,e,379302,325,Shipping Point,2EDEXFGR5PRH,cowbells,19
10/26/2024,e,379302,325,Shipping Point,2EDEXFGR5PRH,bathbombs,27
10/26/2024,l,379301,230,Shipping Point,F3J57U42ZXY4,cowbells,12
10/26/2024,l,379301,230,Shipping Point,F3J57U42ZXY4,bathbombs,22
10/26/2024,e,379300,195,Shipping Point,05D5BXTV8VOG,cowbells,6
10/26/2024,e,379300,195,Shipping Point,05D5BXTV8VOG,bathbombs,27
10/26/2024,k,379299,150,Shipping Point,EWL5X7M0HNFS,cowbells,10
10/26/2024,k,379299,150,Shipping Point,EWL5X7M0HNFS,bathbombs,10
10/26/2024,a,379298,135,Shipping Point,BW2731W0PDXX,cowbells,8
10/26/2024,a,379298,135,Shipping Point,BW2731W0PDXX,bathbombs,11
10/26/2024,a,379297,260,Shipping Point,YJ9X932I3AYY,cowbells,15
10/26/2024,a,379297,260,Shipping Point,YJ9X932I3AYY,bathbombs,22
10/26/2024,l,379296,85,Destination,OC9UHAFAPE3V,cowbells,3
10/26/2024,l,379296,85,Destination,OC9UHAFAPE3V,bathbombs,11
10/26/2024,g,379295,330,Shipping Point,L1ODHWNEQYJJ,cowbells,23
10/26/2024,g,379295,330,Shipping Point,L1ODHWNEQYJJ,bathbombs,20
10/26/2024,c,379294,225,Shipping Point,0DGOH8W5Z84I,cowbells,11
10/26/2024,c,379294,225,Shipping Point,0DGOH8W5Z84I,bathbombs,23
