sales_date	customer_id	invoice_num	starfire_lantern_qty	nightlock_net_qty	invoice_amount
2024-07-26	D7 Timberline Collective	409658	23	12	421
2024-07-26	D3 SignalWorks	409635	21	12	458
2024-07-26	D3 SignalWorks	409702	11	14	401
2024-07-26	D4 Tidefront Supplies	409691	24	14	508
2024-07-26	D3 SignalWorks	409660	18	9	422
2024-07-29	D12 Ember Corp.	410158	22	8	395
2024-07-29	D4 Tidefront Supplies	410082	18	7	400
2024-07-29	D12 Ember Corp.	410080	14	16	510
2024-07-29	D12 Ember Corp.	410180	12	14	465
2024-07-29	D12 Ember Corp.	410139	8	10	357
2024-07-29	D4 Tidefront Supplies	410153	30	15	632
2024-07-29	D11 Harvest Defense Co.	410142	8	7	291
2024-07-29	D4 Tidefront Supplies	410053	28	10	480
2024-07-29	D11 Harvest Defense Co.	410126	8	11	316
2024-07-29	D12 Ember Corp.	410088	32	10	535
2024-07-29	D12 Ember Corp.	410111	26	12	521
2024-07-29	D12 Ember Corp.	410160	26	16	624
2024-07-29	D4 Tidefront Supplies	410146	14	11	445
2024-07-29	D12 Ember Corp.	410121	10	7	256
2024-07-29	D4 Tidefront Supplies	410151	23	8	384
2024-07-29	D7 Timberline Collective	410091	24	11	470
2024-07-29	D11 Harvest Defense Co.	410078	20	16	547
2024-07-29	D4 Tidefront Supplies	410174	20	7	382
2024-07-29	D12 Ember Corp.	410098	19	10	403
2024-07-29	D7 Timberline Collective	410131	15	8	343
2024-07-29	D12 Ember Corp.	410050	28	12	557
2024-07-30	D12 Ember Corp.	410210	22	13	509
2024-07-30	D12 Ember Corp.	410273	20	11	414
2024-07-30	D4 Tidefront Supplies	410205	20	14	503
2024-07-30	D3 SignalWorks	410229	24	15	596
2024-07-30	D3 SignalWorks	410317	29	10	493
2024-07-30	D11 Harvest Defense Co.	410311	25	10	448
2024-07-30	D4 Tidefront Supplies	410202	26	8	448
2024-07-30	D3 SignalWorks	410252	20	12	469
2024-07-30	D4 Tidefront Supplies	410294	17	13	427
2024-07-30	D4 Tidefront Supplies	410225	12	12	417
2024-07-30	D12 Ember Corp.	410240	17	14	469
2024-07-30	D11 Harvest Defense Co.	410322	28	9	456
2024-07-30	D12 Ember Corp.	410215	20	12	467
2024-07-30	D12 Ember Corp.	410333	11	6	309
2024-07-30	D11 Harvest Defense Co.	410207	15	9	367
2024-07-30	D4 Tidefront Supplies	410281	13	6	303
2024-07-30	D4 Tidefront Supplies	410316	28	12	538
2024-07-30	D7 Timberline Collective	410299	21	7	382
2024-07-30	D11 Harvest Defense Co.	410309	19	12	459
2024-07-30	D4 Tidefront Supplies	410279	25	10	483
2024-07-30	D11 Harvest Defense Co.	410241	19	10	434
2024-07-30	D7 Timberline Collective	410289	5	10	287
2024-07-30	D3 SignalWorks	410253	22	7	389
2024-07-30	D12 Ember Corp.	410221	35	11	588
2024-07-30	D4 Tidefront Supplies	410194	17	10	402
2024-07-30	D4 Tidefront Supplies	410195	28	13	549
2024-07-30	D4 Tidefront Supplies	410244	22	10	394
2024-07-30	D7 Timberline Collective	410251	24	8	398
2024-07-30	D11 Harvest Defense Co.	410295	26	8	420
2024-07-30	D12 Ember Corp.	410248	26	10	506
2024-07-31	D4 Tidefront Supplies	410464	15	6	350
2024-07-31	D12 Ember Corp.	410472	18	7	344
2024-07-31	D7 Timberline Collective	410407	16	6	330
2024-07-31	D3 SignalWorks	410478	19	4	266
2024-07-31	D11 Harvest Defense Co.	410379	18	7	363
2024-07-31	D12 Ember Corp.	410355	24	6	397
2024-07-31	D7 Timberline Collective	410469	17	14	503
2024-07-31	D7 Timberline Collective	410444	20	7	404
2024-07-31	D4 Tidefront Supplies	410384	20	9	438
2024-07-31	D4 Tidefront Supplies	410361	17	12	474
2024-07-31	D12 Ember Corp.	410373	27	10	454
2024-07-31	D12 Ember Corp.	410382	21	11	483
2024-07-31	D3 SignalWorks	410417	15	13	407
2024-07-31	D7 Timberline Collective	410452	27	13	518
2024-07-31	D12 Ember Corp.	410372	19	18	600
2024-07-31	D4 Tidefront Supplies	410358	14	9	394
2024-07-31	D12 Ember Corp.	410470	31	10	518
2024-07-31	D11 Harvest Defense Co.	410380	20	10	459
2024-07-31	D7 Timberline Collective	410429	12	16	481
2024-07-31	D12 Ember Corp.	410463	29	7	427
2024-07-31	D3 SignalWorks	410428	22	4	356
2024-07-31	D4 Tidefront Supplies	410489	20	7	390
2024-07-31	D4 Tidefront Supplies	410439	26	5	379
2024-07-31	D12 Ember Corp.	410474	33	15	623
2024-07-31	D11 Harvest Defense Co.	410437	24	12	504
2024-07-31	D12 Ember Corp.	410386	24	11	489
2024-07-31	D12 Ember Corp.	410378	16	7	356
2024-07-31	D4 Tidefront Supplies	410475	28	13	566
2024-07-31	D7 Timberline Collective	410375	29	15	604
2024-07-31	D4 Tidefront Supplies	410435	20	14	518
2024-07-31	D12 Ember Corp.	410412	22	9	424
2024-08-01	D7 Timberline Collective	410616	17	13	467
2024-08-01	D11 Harvest Defense Co.	410534	18	12	492
2024-08-01	D4 Tidefront Supplies	410570	23	14	504
2024-08-01	D4 Tidefront Supplies	410589	12	14	458
2024-08-01	D7 Timberline Collective	410571	20	11	444
2024-08-01	D3 SignalWorks	410505	21	8	392
2024-08-01	D3 SignalWorks	410507	20	8	401
2024-08-01	D4 Tidefront Supplies	410594	31	12	549
2024-08-01	D3 SignalWorks	410536	13	8	343
2024-08-01	D12 Ember Corp.	410555	17	12	434
2024-08-01	D12 Ember Corp.	410498	22	15	558
2024-08-01	D12 Ember Corp.	410494	15	12	423
2024-08-01	D12 Ember Corp.	410565	19	5	384
2024-08-01	D7 Timberline Collective	410519	24	7	401
2024-08-01	D7 Timberline Collective	410517	22	10	429
2024-08-01	D12 Ember Corp.	410596	22	11	467
2024-08-01	D12 Ember Corp.	410538	28	16	575
2024-08-01	D7 Timberline Collective	410504	19	9	405
2024-08-01	D3 SignalWorks	410602	17	12	462
2024-08-01	D12 Ember Corp.	410599	22	8	398
2024-08-01	D11 Harvest Defense Co.	410610	33	10	543
2024-08-01	D7 Timberline Collective	410526	23	9	451
2024-08-01	D12 Ember Corp.	410603	23	8	431
2024-08-01	D3 SignalWorks	410541	21	8	384
2024-08-01	D12 Ember Corp.	410630	18	10	397
2024-08-01	D3 SignalWorks	410605	29	13	548
2024-08-01	D4 Tidefront Supplies	410506	14	3	199
2024-08-01	D3 SignalWorks	410529	19	5	390
2024-08-01	D4 Tidefront Supplies	410573	20	14	528
2024-08-01	D11 Harvest Defense Co.	410499	26	7	386
2024-08-02	D7 Timberline Collective	410713	25	13	512
2024-08-02	D4 Tidefront Supplies	410687	31	16	615
2024-08-02	D12 Ember Corp.	410755	20	9	385
2024-08-02	D12 Ember Corp.	410786	14	10	377
2024-08-02	D7 Timberline Collective	410721	13	12	458
2024-08-02	D12 Ember Corp.	410785	5	13	353
2024-08-02	D12 Ember Corp.	410640	28	8	444
2024-08-02	D3 SignalWorks	410724	21	13	507
2024-08-02	D11 Harvest Defense Co.	410770	10	10	341
2024-08-02	D11 Harvest Defense Co.	410658	21	11	461
2024-08-02	D12 Ember Corp.	410711	16	9	385
2024-08-02	D4 Tidefront Supplies	410787	18	6	313
2024-08-02	D3 SignalWorks	410685	20	14	479
2024-08-02	D12 Ember Corp.	410651	24	11	546
2024-08-02	D7 Timberline Collective	410762	23	10	470
2024-08-02	D4 Tidefront Supplies	410757	25	14	492
2024-08-02	D4 Tidefront Supplies	410728	17	7	377
2024-08-02	D3 SignalWorks	410660	14	6	366
2024-08-02	D12 Ember Corp.	410709	24	12	472
2024-08-02	D7 Timberline Collective	410668	13	14	484
2024-08-02	D4 Tidefront Supplies	410686	25	10	462
2024-08-02	D7 Timberline Collective	410661	26	8	379
2024-08-02	D4 Tidefront Supplies	410723	21	5	334
2024-08-02	D3 SignalWorks	410694	20	9	371
2024-08-02	D3 SignalWorks	410747	19	9	430
2024-08-02	D7 Timberline Collective	410698	21	12	504
2024-08-02	D4 Tidefront Supplies	410744	24	7	423
2024-08-02	D4 Tidefront Supplies	410680	16	10	421
2024-08-02	D3 SignalWorks	410701	31	10	504
2024-08-02	D12 Ember Corp.	410690	17	12	453
2024-08-02	D12 Ember Corp.	410679	12	7	322
2024-08-02	D12 Ember Corp.	410725	22	9	425
2024-08-02	D3 SignalWorks	410641	24	13	536
2024-08-05	D3 SignalWorks	411112	29	15	585
2024-08-05	D4 Tidefront Supplies	411094	21	10	420
2024-08-05	D12 Ember Corp.	411201	18	17	636
2024-08-05	D12 Ember Corp.	411120	24	7	403
2024-08-05	D4 Tidefront Supplies	411233	19	11	458
2024-08-05	D4 Tidefront Supplies	411117	27	11	536
2024-08-05	D12 Ember Corp.	411191	20	12	482
2024-08-05	D4 Tidefront Supplies	411109	13	7	334
2024-08-05	D12 Ember Corp.	411128	13	9	384
2024-08-05	D12 Ember Corp.	411188	25	10	457
2024-08-05	D12 Ember Corp.	411225	23	13	528
2024-08-05	D4 Tidefront Supplies	411158	19	11	464
2024-08-05	D3 SignalWorks	411171	15	14	453
2024-08-05	D4 Tidefront Supplies	411224	33	10	497
2024-08-05	D12 Ember Corp.	411143	12	12	428
2024-08-05	D3 SignalWorks	411237	24	11	460
2024-08-05	D3 SignalWorks	411230	12	11	338
2024-08-05	D12 Ember Corp.	411114	10	16	422
2024-08-05	D4 Tidefront Supplies	411217	12	9	401
2024-08-05	D4 Tidefront Supplies	411106	14	6	300
2024-08-05	D12 Ember Corp.	411173	17	7	309
2024-08-05	D7 Timberline Collective	411200	20	0	222
2024-08-05	D12 Ember Corp.	411148	17	13	446
2024-08-05	D7 Timberline Collective	411208	14	14	457
2024-08-05	D4 Tidefront Supplies	411189	12	6	341
2024-08-05	D11 Harvest Defense Co.	411177	25	9	420
2024-08-05	D4 Tidefront Supplies	411099	21	8	412
2024-08-05	D12 Ember Corp.	411111	20	10	465
2024-08-05	D3 SignalWorks	411125	19	17	514
2024-08-05	D11 Harvest Defense Co.	411100	22	8	389
2024-08-05	D11 Harvest Defense Co.	411182	20	9	425
2024-08-05	D3 SignalWorks	411186	19	20	661
2024-08-05	D12 Ember Corp.	411127	36	13	627
2024-08-05	D12 Ember Corp.	411216	20	10	384
2024-08-05	D12 Ember Corp.	411144	22	9	424
2024-08-06	D7 Timberline Collective	411372	18	6	354
2024-08-06	D7 Timberline Collective	411370	17	4	278
2024-08-06	D3 SignalWorks	411280	13	8	314
2024-08-06	D12 Ember Corp.	411275	18	12	446
2024-08-06	D12 Ember Corp.	411356	19	11	455
2024-08-06	D12 Ember Corp.	411296	9	14	459
2024-08-06	D4 Tidefront Supplies	411295	26	8	435
2024-08-06	D4 Tidefront Supplies	411382	13	6	368
2024-08-06	D12 Ember Corp.	411339	17	13	473
2024-08-06	D4 Tidefront Supplies	411291	27	12	490
2024-08-06	D12 Ember Corp.	411251	20	12	498
2024-08-06	D7 Timberline Collective	411311	21	12	501
2024-08-06	D4 Tidefront Supplies	411323	16	8	357
2024-08-06	D3 SignalWorks	411294	26	6	441
2024-08-06	D12 Ember Corp.	411272	13	10	370
2024-08-06	D4 Tidefront Supplies	411377	26	11	524
2024-08-06	D12 Ember Corp.	411368	13	5	312
2024-08-06	D12 Ember Corp.	411300	15	4	287
2024-08-06	D12 Ember Corp.	411245	26	9	397
2024-08-06	D4 Tidefront Supplies	411290	13	3	257
2024-08-06	D4 Tidefront Supplies	411302	23	12	489
2024-08-06	D4 Tidefront Supplies	411304	17	6	345
2024-08-06	D4 Tidefront Supplies	411373	15	4	279
2024-08-06	D12 Ember Corp.	411363	20	10	388
2024-08-06	D4 Tidefront Supplies	411263	27	10	482
2024-08-06	D12 Ember Corp.	411350	14	9	354
2024-08-06	D11 Harvest Defense Co.	411327	16	9	387
2024-08-06	D3 SignalWorks	411268	8	12	388
2024-08-06	D3 SignalWorks	411351	22	13	507
2024-08-06	D11 Harvest Defense Co.	411367	32	11	529
2024-08-07	D4 Tidefront Supplies	411458	28	11	502
2024-08-07	D12 Ember Corp.	411441	22	6	331
2024-08-07	D3 SignalWorks	411394	19	13	447
2024-08-07	D4 Tidefront Supplies	411503	20	7	365
2024-08-07	D12 Ember Corp.	411518	22	5	379
2024-08-07	D7 Timberline Collective	411504	24	10	454
2024-08-07	D3 SignalWorks	411484	16	12	394
2024-08-07	D11 Harvest Defense Co.	411408	13	11	390
2024-08-07	D4 Tidefront Supplies	411473	18	11	421
2024-08-07	D7 Timberline Collective	411470	15	11	420
2024-08-07	D11 Harvest Defense Co.	411431	22	12	490
2024-08-07	D11 Harvest Defense Co.	411505	22	10	453
2024-08-07	D12 Ember Corp.	411477	31	13	535
2024-08-07	D12 Ember Corp.	411480	15	12	459
2024-08-07	D11 Harvest Defense Co.	411397	17	11	441
2024-08-07	D11 Harvest Defense Co.	411494	28	9	487
2024-08-07	D7 Timberline Collective	411526	21	15	525
2024-08-07	D3 SignalWorks	411517	16	6	358
2024-08-07	D7 Timberline Collective	411410	18	11	442
2024-08-07	D4 Tidefront Supplies	411464	10	18	542
2024-08-07	D7 Timberline Collective	411467	21	8	408
2024-08-07	D12 Ember Corp.	411510	14	13	449
2024-08-07	D4 Tidefront Supplies	411499	20	12	424
2024-08-07	D12 Ember Corp.	411519	31	9	504
2024-08-07	D12 Ember Corp.	411423	19	7	377
2024-08-07	D12 Ember Corp.	411442	12	7	288
2024-08-07	D12 Ember Corp.	411495	26	16	552
2024-08-07	D4 Tidefront Supplies	411474	13	13	436
2024-08-07	D12 Ember Corp.	411390	29	12	582
2024-08-07	D12 Ember Corp.	411468	19	9	409
2024-08-07	D3 SignalWorks	411459	17	4	279
2024-08-07	D7 Timberline Collective	411512	25	11	467
2024-08-07	D7 Timberline Collective	411411	22	7	376
2024-08-08	D3 SignalWorks	411654	15	11	428
2024-08-08	D12 Ember Corp.	411617	26	12	491
2024-08-08	D7 Timberline Collective	411672	19	15	546
2024-08-08	D12 Ember Corp.	411676	22	12	478
2024-08-08	D4 Tidefront Supplies	411556	21	6	347
2024-08-08	D4 Tidefront Supplies	411573	20	16	557
2024-08-08	D3 SignalWorks	411664	25	11	493
2024-08-08	D7 Timberline Collective	411629	20	14	504
2024-08-08	D4 Tidefront Supplies	411634	21	12	502
2024-08-08	D12 Ember Corp.	411684	23	6	349
2024-08-08	D11 Harvest Defense Co.	411572	11	10	388
2024-08-08	D3 SignalWorks	411659	24	7	402
2024-08-08	D11 Harvest Defense Co.	411583	17	12	458
2024-08-08	D12 Ember Corp.	411588	25	10	436
2024-08-08	D12 Ember Corp.	411653	16	9	389
2024-08-08	D12 Ember Corp.	411635	17	6	331
2024-08-08	D12 Ember Corp.	411571	27	7	434
2024-08-08	D7 Timberline Collective	411673	22	11	439
2024-08-08	D3 SignalWorks	411661	17	13	479
2024-08-08	D7 Timberline Collective	411630	15	7	356
2024-08-08	D3 SignalWorks	411570	16	6	326
2024-08-08	D12 Ember Corp.	411579	18	15	508
2024-08-08	D12 Ember Corp.	411680	25	8	390
2024-08-08	D12 Ember Corp.	411669	17	8	364
2024-08-08	D7 Timberline Collective	411557	26	5	376
2024-08-09	D3 SignalWorks	411810	23	8	355
2024-08-09	D4 Tidefront Supplies	411732	17	10	381
2024-08-09	D7 Timberline Collective	411838	18	10	428
2024-08-09	D7 Timberline Collective	411795	24	14	517
2024-08-09	D11 Harvest Defense Co.	411823	19	8	457
2024-08-09	D3 SignalWorks	411833	19	10	441
2024-08-09	D11 Harvest Defense Co.	411818	32	6	442
2024-08-09	D4 Tidefront Supplies	411708	28	10	497
2024-08-09	D3 SignalWorks	411724	13	8	373
2024-08-09	D7 Timberline Collective	411812	23	13	518
2024-08-09	D12 Ember Corp.	411774	17	13	544
2024-08-09	D12 Ember Corp.	411785	17	7	382
2024-08-09	D12 Ember Corp.	411693	23	8	403
2024-08-09	D12 Ember Corp.	411779	26	9	476
2024-08-09	D7 Timberline Collective	411794	10	9	320
2024-08-09	D12 Ember Corp.	411726	5	9	244
2024-08-09	D3 SignalWorks	411831	20	15	550
2024-08-09	D12 Ember Corp.	411807	17	7	399
2024-08-09	D4 Tidefront Supplies	411793	17	13	470
2024-08-09	D7 Timberline Collective	411715	15	9	357
2024-08-09	D12 Ember Corp.	411736	25	8	397
2024-08-09	D3 SignalWorks	411804	13	8	346
2024-08-09	D3 SignalWorks	411835	18	13	454
2024-08-09	D4 Tidefront Supplies	411820	17	12	437
2024-08-09	D7 Timberline Collective	411777	25	13	494
2024-08-09	D12 Ember Corp.	411739	31	14	583
2024-08-09	D7 Timberline Collective	411811	20	8	358
2024-08-09	D4 Tidefront Supplies	411702	16	13	452
2024-08-09	D12 Ember Corp.	411826	18	13	529
2024-08-09	D3 SignalWorks	411701	20	13	502
2024-08-09	D7 Timberline Collective	411776	13	10	372
2024-08-12	D4 Tidefront Supplies	412157	20	15	562
2024-08-12	D7 Timberline Collective	412204	19	15	569
2024-08-12	D3 SignalWorks	412209	13	15	473
2024-08-12	D7 Timberline Collective	412141	21	10	465
2024-08-12	D4 Tidefront Supplies	412234	12	10	387
2024-08-12	D4 Tidefront Supplies	412168	15	7	351
2024-08-12	D12 Ember Corp.	412232	25	8	410
2024-08-12	D12 Ember Corp.	412283	27	7	433
2024-08-12	D11 Harvest Defense Co.	412214	14	7	343
2024-08-12	D12 Ember Corp.	412181	25	14	565
2024-08-12	D7 Timberline Collective	412192	17	5	295
2024-08-12	D4 Tidefront Supplies	412196	24	13	476
2024-08-12	D3 SignalWorks	412205	20	7	372
2024-08-12	D12 Ember Corp.	412273	25	10	483
2024-08-12	D12 Ember Corp.	412266	26	8	460
2024-08-12	D7 Timberline Collective	412177	14	6	351
2024-08-12	D12 Ember Corp.	412161	20	11	500
2024-08-12	D7 Timberline Collective	412186	17	15	509
2024-08-12	D12 Ember Corp.	412247	27	12	525
2024-08-12	D12 Ember Corp.	412287	17	9	357
2024-08-12	D3 SignalWorks	412278	25	13	538
2024-08-12	D4 Tidefront Supplies	412213	23	13	504
2024-08-12	D3 SignalWorks	412239	20	16	551
2024-08-12	D12 Ember Corp.	412271	21	14	531
2024-08-12	D7 Timberline Collective	412265	13	3	279
2024-08-12	D12 Ember Corp.	412180	25	13	464
2024-08-12	D12 Ember Corp.	412269	20	15	545
2024-08-12	D12 Ember Corp.	412260	24	9	458
2024-08-12	D7 Timberline Collective	412144	22	16	531
2024-08-12	D3 SignalWorks	412231	15	15	530
2024-08-12	D4 Tidefront Supplies	412280	23	7	382
2024-08-12	D4 Tidefront Supplies	412288	24	10	452
2024-08-13	D11 Harvest Defense Co.	412342	13	9	369
2024-08-13	D4 Tidefront Supplies	412400	14	12	435
2024-08-13	D12 Ember Corp.	412321	13	9	321
2024-08-13	D11 Harvest Defense Co.	412311	24	10	480
2024-08-13	D3 SignalWorks	412308	17	6	328
2024-08-13	D4 Tidefront Supplies	412353	19	7	357
2024-08-13	D4 Tidefront Supplies	412433	30	6	417
2024-08-13	D3 SignalWorks	412430	23	13	538
2024-08-13	D4 Tidefront Supplies	412427	29	5	345
2024-08-13	D4 Tidefront Supplies	412429	20	11	428
2024-08-13	D3 SignalWorks	412420	18	12	489
2024-08-13	D4 Tidefront Supplies	412335	18	9	397
2024-08-13	D4 Tidefront Supplies	412406	22	12	468
2024-08-13	D7 Timberline Collective	412306	31	7	408
2024-08-13	D3 SignalWorks	412395	21	9	394
2024-08-13	D7 Timberline Collective	412369	12	8	337
2024-08-13	D12 Ember Corp.	412298	23	12	433
2024-08-13	D12 Ember Corp.	412401	15	16	512
2024-08-13	D12 Ember Corp.	412343	32	3	388
2024-08-13	D12 Ember Corp.	412425	18	7	402
2024-08-13	D7 Timberline Collective	412310	17	12	435
2024-08-13	D7 Timberline Collective	412432	13	5	260
2024-08-13	D4 Tidefront Supplies	412319	14	12	381
2024-08-13	D12 Ember Corp.	412376	17	11	404
2024-08-13	D4 Tidefront Supplies	412325	23	8	395
2024-08-13	D12 Ember Corp.	412332	20	11	398
2024-08-13	D3 SignalWorks	412384	23	9	425
2024-08-13	D3 SignalWorks	412329	22	8	420
2024-08-13	D4 Tidefront Supplies	412439	25	6	348
2024-08-13	D7 Timberline Collective	412358	28	15	596
2024-08-13	D11 Harvest Defense Co.	412412	14	11	411
2024-08-13	D11 Harvest Defense Co.	412377	16	11	392
2024-08-13	D4 Tidefront Supplies	412405	30	15	587
2024-08-13	D3 SignalWorks	412414	18	10	439
2024-08-13	D3 SignalWorks	412378	17	9	398
2024-08-14	D4 Tidefront Supplies	412470	17	5	332
2024-08-14	D12 Ember Corp.	412467	15	11	418
2024-08-14	D7 Timberline Collective	412482	25	8	434
2024-08-14	D12 Ember Corp.	412500	20	10	438
2024-08-14	D3 SignalWorks	412492	20	12	449
2024-08-14	D7 Timberline Collective	412572	7	9	347
2024-08-14	D7 Timberline Collective	412456	20	10	402
2024-08-14	D12 Ember Corp.	412518	28	12	485
2024-08-14	D12 Ember Corp.	412516	22	10	483
2024-08-14	D4 Tidefront Supplies	412454	24	9	423
2024-08-14	D4 Tidefront Supplies	412532	17	7	370
2024-08-14	D12 Ember Corp.	412506	29	6	402
2024-08-14	D4 Tidefront Supplies	412583	18	7	372
2024-08-14	D4 Tidefront Supplies	412496	10	6	210
2024-08-14	D7 Timberline Collective	412584	19	10	441
2024-08-14	D4 Tidefront Supplies	412555	21	12	519
2024-08-14	D12 Ember Corp.	412507	12	6	300
2024-08-14	D12 Ember Corp.	412455	27	8	449
2024-08-14	D3 SignalWorks	412587	23	7	359
2024-08-14	D4 Tidefront Supplies	412445	16	12	441
2024-08-14	D12 Ember Corp.	412514	22	8	423
2024-08-14	D4 Tidefront Supplies	412443	13	10	365
2024-08-14	D4 Tidefront Supplies	412488	25	9	426
2024-08-14	D12 Ember Corp.	412566	25	7	453
2024-08-14	D7 Timberline Collective	412515	24	10	477
2024-08-14	D3 SignalWorks	412478	17	12	428
2024-08-14	D12 Ember Corp.	412541	30	11	545
2024-08-15	D3 SignalWorks	412686	18	11	412
2024-08-15	D3 SignalWorks	412711	24	10	461
2024-08-15	D4 Tidefront Supplies	412718	22	15	550
2024-08-15	D3 SignalWorks	412594	23	10	437
2024-08-15	D12 Ember Corp.	412666	18	5	348
2024-08-15	D12 Ember Corp.	412739	11	11	386
2024-08-15	D4 Tidefront Supplies	412597	7	5	255
2024-08-15	D7 Timberline Collective	412636	30	11	491
2024-08-15	D7 Timberline Collective	412615	25	6	375
2024-08-15	D4 Tidefront Supplies	412606	28	11	506
2024-08-15	D4 Tidefront Supplies	412641	17	7	346
2024-08-15	D12 Ember Corp.	412714	22	11	463
2024-08-15	D12 Ember Corp.	412630	27	10	486
2024-08-15	D11 Harvest Defense Co.	412613	22	7	388
2024-08-15	D7 Timberline Collective	412634	11	17	482
2024-08-15	D7 Timberline Collective	412639	27	6	401
2024-08-15	D7 Timberline Collective	412706	15	10	417
2024-08-15	D4 Tidefront Supplies	412618	17	17	487
2024-08-15	D12 Ember Corp.	412689	21	7	349
2024-08-15	D12 Ember Corp.	412676	20	8	412
2024-08-15	D12 Ember Corp.	412735	25	9	457
2024-08-15	D4 Tidefront Supplies	412614	22	7	412
2024-08-15	D7 Timberline Collective	412595	14	10	401
2024-08-15	D12 Ember Corp.	412622	14	8	332
2024-08-15	D11 Harvest Defense Co.	412665	23	6	342
2024-08-15	D7 Timberline Collective	412704	19	7	367
2024-08-15	D11 Harvest Defense Co.	412659	16	11	420
2024-08-15	D4 Tidefront Supplies	412605	19	14	515
2024-08-15	D3 SignalWorks	412708	19	7	332
2024-08-15	D12 Ember Corp.	412692	26	8	434
2024-08-15	D4 Tidefront Supplies	412647	21	11	469
2024-08-15	D12 Ember Corp.	412732	35	15	635
2024-08-15	D4 Tidefront Supplies	412648	13	9	347
2024-08-15	D12 Ember Corp.	412617	19	14	484
2024-08-15	D12 Ember Corp.	412591	22	4	380
2024-08-15	D11 Harvest Defense Co.	412662	16	9	409
2024-08-15	D7 Timberline Collective	412654	32	10	497
2024-08-16	D12 Ember Corp.	412796	25	11	510
2024-08-16	D4 Tidefront Supplies	412779	23	10	479
2024-08-16	D4 Tidefront Supplies	412851	9	8	317
2024-08-16	D7 Timberline Collective	412767	17	13	435
2024-08-16	D12 Ember Corp.	412844	24	5	342
2024-08-16	D3 SignalWorks	412760	11	6	288
2024-08-16	D7 Timberline Collective	412740	21	15	553
2024-08-16	D7 Timberline Collective	412745	33	8	447
2024-08-16	D12 Ember Corp.	412805	9	13	406
2024-08-16	D11 Harvest Defense Co.	412803	8	16	453
2024-08-16	D11 Harvest Defense Co.	412750	11	10	367
2024-08-16	D4 Tidefront Supplies	412746	21	9	455
2024-08-16	D4 Tidefront Supplies	412765	7	7	289
2024-08-16	D3 SignalWorks	412842	11	14	429
2024-08-16	D3 SignalWorks	412888	33	14	576
2024-08-16	D7 Timberline Collective	412817	24	12	511
2024-08-16	D7 Timberline Collective	412880	18	6	381
2024-08-16	D3 SignalWorks	412764	24	11	446
2024-08-16	D4 Tidefront Supplies	412835	18	5	308
2024-08-16	D4 Tidefront Supplies	412778	23	8	387
2024-08-16	D4 Tidefront Supplies	412850	15	5	305
2024-08-16	D4 Tidefront Supplies	412786	22	12	477
2024-08-16	D4 Tidefront Supplies	412885	15	14	530
2024-08-16	D12 Ember Corp.	412838	24	11	448
2024-08-16	D4 Tidefront Supplies	412855	22	11	442
2024-08-16	D7 Timberline Collective	412826	18	10	386
2024-08-16	D11 Harvest Defense Co.	412759	16	13	455
2024-08-16	D3 SignalWorks	412754	24	12	486
2024-08-16	D12 Ember Corp.	412869	20	13	498
2024-08-16	D3 SignalWorks	412864	15	10	418
2024-08-16	D4 Tidefront Supplies	412822	18	8	381
2024-08-16	D4 Tidefront Supplies	412884	15	9	363
2024-08-16	D11 Harvest Defense Co.	412808	18	15	518
2024-08-16	D4 Tidefront Supplies	412804	11	14	454
2024-08-16	D12 Ember Corp.	412852	27	10	505
2024-08-16	D7 Timberline Collective	412795	24	9	466
2024-08-16	D11 Harvest Defense Co.	412790	14	8	331
2024-08-16	D12 Ember Corp.	412833	25	13	502
2024-08-16	D7 Timberline Collective	412748	31	10	510
2024-08-16	D12 Ember Corp.	412861	24	9	460
2024-08-16	D12 Ember Corp.	412758	29	12	575
2024-08-16	D12 Ember Corp.	412761	19	18	567
2024-08-19	D12 Ember Corp.	413252	15	11	429
2024-08-19	D12 Ember Corp.	413336	24	12	486
2024-08-19	D12 Ember Corp.	413265	16	5	311
2024-08-19	D4 Tidefront Supplies	413235	12	11	411
2024-08-19	D3 SignalWorks	413318	26	7	413
2024-08-19	D11 Harvest Defense Co.	413219	22	12	421
2024-08-19	D12 Ember Corp.	413198	14	7	313
2024-08-19	D7 Timberline Collective	413310	23	10	455
2024-08-19	D7 Timberline Collective	413194	33	10	510
2024-08-19	D7 Timberline Collective	413232	14	15	492
2024-08-19	D3 SignalWorks	413197	21	5	336
2024-08-19	D4 Tidefront Supplies	413260	19	12	434
2024-08-19	D12 Ember Corp.	413267	23	10	432
2024-08-19	D3 SignalWorks	413333	21	11	489
2024-08-19	D12 Ember Corp.	413328	19	8	380
2024-08-19	D11 Harvest Defense Co.	413226	20	13	518
2024-08-19	D4 Tidefront Supplies	413253	34	11	573
2024-08-19	D12 Ember Corp.	413282	26	8	409
2024-08-19	D3 SignalWorks	413301	20	14	472
2024-08-19	D4 Tidefront Supplies	413298	10	10	381
2024-08-19	D3 SignalWorks	413213	22	7	403
2024-08-19	D12 Ember Corp.	413242	16	12	469
2024-08-19	D3 SignalWorks	413330	14	6	343
2024-08-19	D3 SignalWorks	413275	20	10	417
2024-08-19	D3 SignalWorks	413337	12	11	383
2024-08-19	D4 Tidefront Supplies	413210	19	10	378
2024-08-19	D7 Timberline Collective	413296	5	11	372
2024-08-19	D7 Timberline Collective	413246	24	14	551
